locus_tag	ftype	length_bp	gene	EC_number	COG	product
GIMCKJCG_00049	CDS	1665			COG0500	putative protein RP789
GIMCKJCG_00050	CDS	8895	upaG_2			Autotransporter adhesin UpaG
GIMCKJCG_00051	CDS	792				hypothetical protein
GIMCKJCG_00052	CDS	10881	upaG_3			Autotransporter adhesin UpaG
GIMCKJCG_00053	CDS	801				hypothetical protein
GIMCKJCG_00054	rRNA	1561				16S ribosomal RNA
GIMCKJCG_00055	rRNA	2929				23S ribosomal RNA
GIMCKJCG_00056	rRNA	109				5S ribosomal RNA
GIMCKJCG_00057	CDS	891		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
GIMCKJCG_00058	CDS	276				hypothetical protein
GIMCKJCG_00059	CDS	366				hypothetical protein
GIMCKJCG_00060	CDS	366				hypothetical protein
GIMCKJCG_00061	CDS	1185	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
GIMCKJCG_00062	CDS	1080				hypothetical protein
GIMCKJCG_00063	CDS	951	btuF			Vitamin B12-binding protein
GIMCKJCG_00064	CDS	1317	aspC_1	2.6.1.1	COG0436	Aspartate aminotransferase
GIMCKJCG_00065	CDS	270				hypothetical protein
GIMCKJCG_00066	CDS	318				hypothetical protein
GIMCKJCG_00067	CDS	459				hypothetical protein
GIMCKJCG_00068	CDS	1308		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
GIMCKJCG_00069	CDS	279	fixX		COG2440	Ferredoxin-like protein FixX
GIMCKJCG_00070	CDS	987	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
GIMCKJCG_00071	CDS	1002	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
GIMCKJCG_00072	CDS	759	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
GIMCKJCG_00073	CDS	603				hypothetical protein
GIMCKJCG_00074	CDS	585				hypothetical protein
GIMCKJCG_00075	CDS	972	nikB		COG0601	Nickel transport system permease protein NikB
GIMCKJCG_00076	CDS	810	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
GIMCKJCG_00077	CDS	1524	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GIMCKJCG_00078	CDS	768	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
GIMCKJCG_00079	CDS	741	nikE	3.6.3.24		Nickel import ATP-binding protein NikE
GIMCKJCG_00080	CDS	2865	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
GIMCKJCG_00081	CDS	1860	mboIIM	2.1.1.72		Modification methylase MboII
GIMCKJCG_00082	CDS	2691				hypothetical protein
GIMCKJCG_00083	CDS	402				hypothetical protein
GIMCKJCG_00084	CDS	489				hypothetical protein
GIMCKJCG_00085	CDS	954	ftsH_1	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GIMCKJCG_00086	CDS	2463				hypothetical protein
GIMCKJCG_00087	CDS	348				hypothetical protein
GIMCKJCG_00088	CDS	633				hypothetical protein
GIMCKJCG_00089	CDS	408				hypothetical protein
GIMCKJCG_00090	CDS	1539	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
GIMCKJCG_00091	CDS	1260	dmdA_1	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
GIMCKJCG_00092	CDS	492	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
GIMCKJCG_00093	CDS	1071	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
GIMCKJCG_00094	CDS	330	qacC			Quaternary ammonium compound-resistance protein QacC
GIMCKJCG_00095	CDS	549	niaX			Niacin transporter NiaX
GIMCKJCG_00096	CDS	1188	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
GIMCKJCG_00097	CDS	1956	ehaG_1		COG5295	Autotransporter adhesin EhaG
GIMCKJCG_00098	CDS	486	ytmI_1	2.3.1.-		putative N-acetyltransferase YtmI
GIMCKJCG_00099	CDS	750				hypothetical protein
GIMCKJCG_00100	CDS	930				hypothetical protein
GIMCKJCG_00101	CDS	654	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
GIMCKJCG_00102	CDS	1317	yadA			Adhesin YadA
GIMCKJCG_00103	CDS	1116	pcpF	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
GIMCKJCG_00104	CDS	1440				hypothetical protein
GIMCKJCG_00105	CDS	840	tcyK		COG0834	L-cystine-binding protein TcyK
GIMCKJCG_00106	CDS	717	yxeN_1			putative amino-acid permease protein YxeN
GIMCKJCG_00107	CDS	717	yxeN_2			putative amino-acid permease protein YxeN
GIMCKJCG_00108	CDS	774	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
GIMCKJCG_00109	CDS	483	ytmI_2	2.3.1.-		putative N-acetyltransferase YtmI
GIMCKJCG_00110	CDS	393	merR1			Mercuric resistance operon regulatory protein
GIMCKJCG_00111	CDS	1641	merA	1.16.1.1		Mercuric reductase
GIMCKJCG_00112	CDS	702				hypothetical protein
GIMCKJCG_00113	CDS	399				hypothetical protein
GIMCKJCG_00114	CDS	903	rbsB		COG1879	Ribose import binding protein RbsB
GIMCKJCG_00115	CDS	936	rbsC		COG1172	Ribose import permease protein RbsC
GIMCKJCG_00116	CDS	1482	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
GIMCKJCG_00117	CDS	414	rbsD	5.4.99.62	COG1869	D-ribose pyranase
GIMCKJCG_00118	CDS	888	rbsK	2.7.1.15	COG0524	Ribokinase
GIMCKJCG_00119	CDS	183				hypothetical protein
GIMCKJCG_00120	CDS	657				hypothetical protein
GIMCKJCG_00121	CDS	522	sttH	3.5.2.19		Streptothricin hydrolase
GIMCKJCG_00122	CDS	246				hypothetical protein
GIMCKJCG_00123	CDS	321				hypothetical protein
GIMCKJCG_00124	CDS	1602	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
GIMCKJCG_00125	CDS	813	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
GIMCKJCG_00126	CDS	669	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GIMCKJCG_00127	CDS	501		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
GIMCKJCG_00128	CDS	864	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
GIMCKJCG_00129	CDS	369				hypothetical protein
GIMCKJCG_00130	CDS	1698	shlB			Hemolysin transporter protein ShlB
GIMCKJCG_00131	CDS	5847	cdiA_1	3.1.-.-		DNase CdiA
GIMCKJCG_00132	CDS	273				hypothetical protein
GIMCKJCG_00133	CDS	207				hypothetical protein
GIMCKJCG_00134	CDS	129				hypothetical protein
GIMCKJCG_00135	CDS	390				hypothetical protein
GIMCKJCG_00136	CDS	369				hypothetical protein
GIMCKJCG_00137	CDS	465				hypothetical protein
GIMCKJCG_00138	CDS	1602	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
GIMCKJCG_00139	CDS	1278	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GIMCKJCG_00140	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
GIMCKJCG_00141	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GIMCKJCG_00142	CDS	759	hisF_1	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GIMCKJCG_00143	CDS	315	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GIMCKJCG_00144	CDS	327	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
GIMCKJCG_00145	CDS	1083	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
GIMCKJCG_00146	CDS	627	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GIMCKJCG_00147	CDS	768	hisF_2	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GIMCKJCG_00148	CDS	1833	cstA		COG1966	Peptide transporter CstA
GIMCKJCG_00149	CDS	1617				hypothetical protein
GIMCKJCG_00150	CDS	396				hypothetical protein
GIMCKJCG_00151	CDS	741				hypothetical protein
GIMCKJCG_00152	CDS	195				hypothetical protein
GIMCKJCG_00153	CDS	234				hypothetical protein
GIMCKJCG_00154	CDS	294				hypothetical protein
GIMCKJCG_00155	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GIMCKJCG_00156	CDS	306				hypothetical protein
GIMCKJCG_00157	CDS	915	cysK_1	2.5.1.47		Cysteine synthase
GIMCKJCG_00158	CDS	609	cysE	2.3.1.30	COG1045	Serine acetyltransferase
GIMCKJCG_00159	tRNA	91				tRNA-Ser(gct)
GIMCKJCG_00160	CDS	750				hypothetical protein
GIMCKJCG_00161	CDS	603				hypothetical protein
GIMCKJCG_00162	CDS	741				hypothetical protein
GIMCKJCG_00163	CDS	1119		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
GIMCKJCG_00164	CDS	2067	fusA_1		COG0480	Elongation factor G
GIMCKJCG_00165	CDS	477	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
GIMCKJCG_00166	CDS	894	yicL_1		COG0697	putative inner membrane transporter YicL
GIMCKJCG_00167	CDS	486	yicL_2		COG0697	putative inner membrane transporter YicL
GIMCKJCG_00168	CDS	1296	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
GIMCKJCG_00169	CDS	1245		3.-.-.-	COG0624	putative hydrolase
GIMCKJCG_00170	CDS	1254	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
GIMCKJCG_00171	CDS	870	yofA_1		COG0583	HTH-type transcriptional regulator YofA
GIMCKJCG_00172	CDS	2298	dmdA_2	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
GIMCKJCG_00173	CDS	1140	mii	5.3.3.6		3-methylitaconate isomerase
GIMCKJCG_00174	CDS	1422	ybhI_1		COG0471	Inner membrane protein YbhI
GIMCKJCG_00175	CDS	1179	ynfM			Inner membrane transport protein YnfM
GIMCKJCG_00176	CDS	2229				hypothetical protein
GIMCKJCG_00177	CDS	384				hypothetical protein
GIMCKJCG_00178	CDS	1470	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
GIMCKJCG_00179	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
GIMCKJCG_00180	CDS	1011	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GIMCKJCG_00181	CDS	1482	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
GIMCKJCG_00182	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
GIMCKJCG_00183	CDS	792	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GIMCKJCG_00184	CDS	1089	yhaH_1		COG3152	Inner membrane protein YhaH
GIMCKJCG_00185	CDS	978	yhaH_2		COG3152	Inner membrane protein YhaH
GIMCKJCG_00186	CDS	570	yhaI_1		COG3152	Inner membrane protein YhaI
GIMCKJCG_00187	CDS	636	yhaI_2		COG3152	Inner membrane protein YhaI
GIMCKJCG_00188	CDS	528	yhaI_3		COG3152	Inner membrane protein YhaI
GIMCKJCG_00189	CDS	2835	ileS	6.1.1.5		Isoleucine--tRNA ligase
GIMCKJCG_00190	CDS	1251				hypothetical protein
GIMCKJCG_00191	CDS	2370				hypothetical protein
GIMCKJCG_00192	CDS	783	glnH_1		COG0834	Glutamine-binding periplasmic protein
GIMCKJCG_00193	CDS	1182	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
GIMCKJCG_00194	CDS	327				hypothetical protein
GIMCKJCG_00195	CDS	1179	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
GIMCKJCG_00196	CDS	228			COG1145	Ferredoxin
GIMCKJCG_00197	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GIMCKJCG_00198	CDS	1113				hypothetical protein
GIMCKJCG_00199	CDS	1509		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
GIMCKJCG_00200	CDS	1113			COG0732	Putative type-1 restriction enzyme specificity protein MG438
GIMCKJCG_00201	CDS	984	xerC		COG4974	Tyrosine recombinase XerC
GIMCKJCG_00202	CDS	546				hypothetical protein
GIMCKJCG_00203	CDS	399				hypothetical protein
GIMCKJCG_00204	CDS	3141	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
GIMCKJCG_00205	CDS	2127				hypothetical protein
GIMCKJCG_00206	CDS	1041				hypothetical protein
GIMCKJCG_00207	CDS	519				hypothetical protein
GIMCKJCG_00208	CDS	417				hypothetical protein
GIMCKJCG_00209	CDS	324				hypothetical protein
GIMCKJCG_00210	CDS	303				hypothetical protein
GIMCKJCG_00211	CDS	420				hypothetical protein
GIMCKJCG_00212	CDS	492				hypothetical protein
GIMCKJCG_00213	CDS	1101	mntB_1			Manganese transport system membrane protein MntB
GIMCKJCG_00214	CDS	966	mntB_2			Manganese transport system membrane protein MntB
GIMCKJCG_00215	CDS	732	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
GIMCKJCG_00216	CDS	942	troA		COG0803	Periplasmic zinc-binding protein TroA
GIMCKJCG_00217	CDS	96				hypothetical protein
GIMCKJCG_00218	CDS	378				hypothetical protein
GIMCKJCG_00219	CDS	342				hypothetical protein
GIMCKJCG_00220	CDS	1425				hypothetical protein
GIMCKJCG_00221	CDS	192				hypothetical protein
GIMCKJCG_00222	CDS	1629	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
GIMCKJCG_00223	CDS	906	oxyR			Hydrogen peroxide-inducible genes activator
GIMCKJCG_00224	CDS	2190	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
GIMCKJCG_00225	CDS	1113				hypothetical protein
GIMCKJCG_00226	CDS	786				hypothetical protein
GIMCKJCG_00227	CDS	600				hypothetical protein
GIMCKJCG_00228	CDS	363				hypothetical protein
GIMCKJCG_00229	CDS	1029	bioB	2.8.1.6		Biotin synthase
GIMCKJCG_00230	CDS	1272	yhaO		COG0420	putative metallophosphoesterase YhaO
GIMCKJCG_00231	CDS	2883	yhaN		COG4717	putative protein YhaN
GIMCKJCG_00232	CDS	1044	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
GIMCKJCG_00233	CDS	900	hemH	4.99.1.1	COG0276	Ferrochelatase
GIMCKJCG_00234	CDS	1725	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
GIMCKJCG_00235	CDS	732		1.11.1.-		Putative heme-dependent peroxidase
GIMCKJCG_00236	CDS	801				hypothetical protein
GIMCKJCG_00237	CDS	600				hypothetical protein
GIMCKJCG_00238	CDS	1338	narK		COG2223	Nitrate/nitrite transporter NarK
GIMCKJCG_00239	CDS	687	fnr		COG0664	Anaerobic regulatory protein
GIMCKJCG_00240	CDS	3678	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
GIMCKJCG_00241	CDS	1428	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
GIMCKJCG_00242	CDS	525	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
GIMCKJCG_00243	CDS	672	narX	1.7.99.4		Nitrate reductase-like protein NarX
GIMCKJCG_00244	CDS	603				hypothetical protein
GIMCKJCG_00245	CDS	450				hypothetical protein
GIMCKJCG_00246	CDS	1272	slpA			S-layer protein SlpA
GIMCKJCG_00247	CDS	606				hypothetical protein
GIMCKJCG_00248	CDS	1209	yfmO			Multidrug efflux protein YfmO
GIMCKJCG_00249	CDS	885	cynR_1			HTH-type transcriptional regulator CynR
GIMCKJCG_00250	CDS	615	argO		COG1279	Arginine exporter protein ArgO
GIMCKJCG_00251	CDS	1041				hypothetical protein
GIMCKJCG_00252	CDS	546	mtcA1_1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
GIMCKJCG_00253	CDS	753	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
GIMCKJCG_00254	CDS	1389	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
GIMCKJCG_00255	CDS	1341	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
GIMCKJCG_00256	CDS	411	zur		COG0735	Zinc-specific metallo-regulatory protein
GIMCKJCG_00257	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GIMCKJCG_00258	CDS	804	znuC_2	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
GIMCKJCG_00259	CDS	906	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
GIMCKJCG_00260	CDS	570				hypothetical protein
GIMCKJCG_00261	CDS	717				hypothetical protein
GIMCKJCG_00262	CDS	672				hypothetical protein
GIMCKJCG_00263	CDS	684				hypothetical protein
GIMCKJCG_00264	CDS	630				hypothetical protein
GIMCKJCG_00265	CDS	609				hypothetical protein
GIMCKJCG_00266	CDS	903	fliU			Flagellar biosynthetic protein FliU
GIMCKJCG_00267	CDS	564				hypothetical protein
GIMCKJCG_00268	CDS	570				hypothetical protein
GIMCKJCG_00269	CDS	279				hypothetical protein
GIMCKJCG_00270	CDS	1113	alr	5.1.1.1		Alanine racemase
GIMCKJCG_00271	CDS	954		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
GIMCKJCG_00272	CDS	777	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
GIMCKJCG_00273	CDS	240	pflB_1	2.3.1.54	COG1882	Formate acetyltransferase
GIMCKJCG_00274	CDS	2118	pflB_2	2.3.1.54	COG1882	Formate acetyltransferase
GIMCKJCG_00275	CDS	867				hypothetical protein
GIMCKJCG_00276	CDS	1023	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
GIMCKJCG_00277	CDS	672	metP		COG2011	Methionine import system permease protein MetP
GIMCKJCG_00278	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
GIMCKJCG_00279	CDS	210				hypothetical protein
GIMCKJCG_00280	CDS	1824			COG1132	putative ABC transporter ATP-binding protein
GIMCKJCG_00281	CDS	1848			COG1132	putative ABC transporter ATP-binding protein
GIMCKJCG_00282	CDS	1467	ttdT		COG0471	L-tartrate/succinate antiporter
GIMCKJCG_00283	CDS	405				hypothetical protein
GIMCKJCG_00284	CDS	504				hypothetical protein
GIMCKJCG_00285	CDS	1134	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
GIMCKJCG_00286	CDS	1185	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
GIMCKJCG_00287	CDS	960	metAA	2.3.1.31		Homoserine O-acetyltransferase
GIMCKJCG_00288	CDS	1272		4.4.1.11	COG0626	L-methionine gamma-lyase
GIMCKJCG_00289	CDS	588				hypothetical protein
GIMCKJCG_00290	CDS	567	bioY_1		COG1268	Biotin transporter BioY
GIMCKJCG_00291	CDS	765				hypothetical protein
GIMCKJCG_00292	CDS	1536			COG0701	Putative two-component membrane permease complex subunit SMU_747c
GIMCKJCG_00293	CDS	870	yjiA		COG0523	putative GTP-binding protein YjiA
GIMCKJCG_00294	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
GIMCKJCG_00295	CDS	1452	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
GIMCKJCG_00296	CDS	768	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
GIMCKJCG_00297	CDS	978	ansA	3.5.1.1	COG0252	L-asparaginase
GIMCKJCG_00298	CDS	777				hypothetical protein
GIMCKJCG_00299	CDS	930	mscS		COG0668	Small-conductance mechanosensitive channel
GIMCKJCG_00300	CDS	807	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
GIMCKJCG_00301	CDS	534	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
GIMCKJCG_00302	CDS	897	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
GIMCKJCG_00303	CDS	783	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
GIMCKJCG_00304	CDS	453	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
GIMCKJCG_00305	CDS	2295	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
GIMCKJCG_00306	CDS	759				hypothetical protein
GIMCKJCG_00307	CDS	723	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
GIMCKJCG_00308	CDS	813				hypothetical protein
GIMCKJCG_00309	CDS	729	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
GIMCKJCG_00310	CDS	315				hypothetical protein
GIMCKJCG_00311	CDS	813	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
GIMCKJCG_00312	CDS	921	cdaR		COG4856	CdaA regulatory protein CdaR
GIMCKJCG_00313	CDS	1599	dadA	1.4.99.-		D-amino acid dehydrogenase
GIMCKJCG_00314	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GIMCKJCG_00315	CDS	669	ygeA	5.-.-.-	COG1794	Putative racemase YgeA
GIMCKJCG_00316	CDS	1113				hypothetical protein
GIMCKJCG_00317	CDS	1506				hypothetical protein
GIMCKJCG_00318	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GIMCKJCG_00319	CDS	987	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
GIMCKJCG_00320	CDS	501				hypothetical protein
GIMCKJCG_00321	CDS	813	glnH_2		COG0834	Glutamine-binding periplasmic protein
GIMCKJCG_00322	CDS	657	glnP_1		COG0765	Glutamine transport system permease protein GlnP
GIMCKJCG_00323	CDS	759	artM		COG1126	Arginine transport ATP-binding protein ArtM
GIMCKJCG_00324	CDS	1272				hypothetical protein
GIMCKJCG_00325	CDS	447				Putative universal stress protein
GIMCKJCG_00326	CDS	291	ziaR			Transcriptional repressor SmtB 
GIMCKJCG_00327	CDS	888				hypothetical protein
GIMCKJCG_00328	CDS	990				hypothetical protein
GIMCKJCG_00329	CDS	789	modA_1		COG0725	Molybdate-binding protein ModA
GIMCKJCG_00330	CDS	669	modB		COG4149	Molybdenum transport system permease protein ModB
GIMCKJCG_00331	CDS	630	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
GIMCKJCG_00332	CDS	1197				hypothetical protein
GIMCKJCG_00333	CDS	480				hypothetical protein
GIMCKJCG_00334	CDS	843	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GIMCKJCG_00335	CDS	1518	thiE	2.5.1.3		Thiamine-phosphate synthase
GIMCKJCG_00336	CDS	1113				hypothetical protein
GIMCKJCG_00337	CDS	546	rbr		COG1592	Rubrerythrin
GIMCKJCG_00338	CDS	204				hypothetical protein
GIMCKJCG_00339	CDS	1032	selD	2.7.9.3	COG0709	Selenide, water dikinase
GIMCKJCG_00340	CDS	600				hypothetical protein
GIMCKJCG_00341	CDS	315				hypothetical protein
GIMCKJCG_00342	CDS	801				hypothetical protein
GIMCKJCG_00343	CDS	600				hypothetical protein
GIMCKJCG_00344	CDS	711	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
GIMCKJCG_00345	CDS	240				hypothetical protein
GIMCKJCG_00346	CDS	237				hypothetical protein
GIMCKJCG_00347	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
GIMCKJCG_00348	CDS	972	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
GIMCKJCG_00349	CDS	1230	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GIMCKJCG_00350	CDS	1182	bcr_1			Bicyclomycin resistance protein
GIMCKJCG_00351	CDS	285	rpsF		COG0360	30S ribosomal protein S6
GIMCKJCG_00352	CDS	399	ssb		COG0629	Single-stranded DNA-binding protein
GIMCKJCG_00353	CDS	231	rpsR			30S ribosomal protein S18
GIMCKJCG_00354	CDS	864	modA_2		COG0725	Molybdate-binding protein ModA
