locus_tag	ftype	length_bp	gene	EC_number	COG	product
INKIDPLN_00033	tRNA	86				tRNA-Leu(gag)
INKIDPLN_00034	CDS	1449				hypothetical protein
INKIDPLN_00035	CDS	630				hypothetical protein
INKIDPLN_00036	CDS	1371	pgtP		COG2271	Phosphoglycerate transporter protein
INKIDPLN_00037	CDS	891	pstS			Phosphate-binding protein PstS
INKIDPLN_00038	CDS	882	pstC		COG0573	Phosphate transport system permease protein PstC
INKIDPLN_00039	CDS	819	pstA2		COG0581	Phosphate transport system permease protein PstA 2
INKIDPLN_00040	CDS	744	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
INKIDPLN_00041	CDS	222				hypothetical protein
INKIDPLN_00042	CDS	213				hypothetical protein
INKIDPLN_00043	CDS	1086				hypothetical protein
INKIDPLN_00044	CDS	792	yafV	3.5.1.3		Omega-amidase YafV
INKIDPLN_00045	CDS	804	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
INKIDPLN_00046	CDS	939				hypothetical protein
INKIDPLN_00047	CDS	948				hypothetical protein
INKIDPLN_00048	CDS	1173	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
INKIDPLN_00049	CDS	327				hypothetical protein
INKIDPLN_00050	CDS	1353		2.1.3.1	COG5016	Methylmalonyl-CoA carboxyltransferase 5S subunit
INKIDPLN_00051	CDS	1341	saeS	2.7.13.3		Histidine protein kinase SaeS
INKIDPLN_00052	CDS	690	regX3		COG0745	Sensory transduction protein regX3
INKIDPLN_00053	CDS	1098	hhoB			Putative serine protease HhoB
INKIDPLN_00054	CDS	324				hypothetical protein
INKIDPLN_00055	CDS	555				hypothetical protein
INKIDPLN_00056	CDS	477				hypothetical protein
INKIDPLN_00057	CDS	330				hypothetical protein
INKIDPLN_00058	CDS	576				hypothetical protein
INKIDPLN_00059	CDS	435				hypothetical protein
INKIDPLN_00060	CDS	588	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
INKIDPLN_00061	CDS	720	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
INKIDPLN_00062	CDS	630	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
INKIDPLN_00063	CDS	663	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
INKIDPLN_00064	CDS	1302	pdp	2.4.2.2		Pyrimidine-nucleoside phosphorylase
INKIDPLN_00065	CDS	396	cdd	3.5.4.5	COG0295	Cytidine deaminase
INKIDPLN_00066	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
INKIDPLN_00067	CDS	897	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
INKIDPLN_00068	CDS	945				hypothetical protein
INKIDPLN_00069	CDS	792				hypothetical protein
INKIDPLN_00070	CDS	372	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
INKIDPLN_00071	CDS	1248				hypothetical protein
INKIDPLN_00072	CDS	252				hypothetical protein
INKIDPLN_00073	CDS	435				hypothetical protein
INKIDPLN_00074	CDS	453				hypothetical protein
INKIDPLN_00075	CDS	1188	fsr_1			Fosmidomycin resistance protein
INKIDPLN_00076	tRNA	91				tRNA-Ser(cga)
INKIDPLN_00077	CDS	627				hypothetical protein
INKIDPLN_00078	CDS	1818				hypothetical protein
INKIDPLN_00079	CDS	1116				hypothetical protein
INKIDPLN_00080	CDS	858	dat	2.6.1.21		D-alanine aminotransferase
INKIDPLN_00081	CDS	1047	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
INKIDPLN_00082	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
INKIDPLN_00083	CDS	297				hypothetical protein
INKIDPLN_00084	CDS	795	yfcA_1		COG0730	putative membrane transporter protein YfcA
INKIDPLN_00085	CDS	768	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
INKIDPLN_00086	CDS	852				hypothetical protein
INKIDPLN_00087	CDS	345				hypothetical protein
INKIDPLN_00088	CDS	420		3.1.-.-	COG0824	Putative esterase
INKIDPLN_00089	CDS	804	murI	5.1.1.3		Glutamate racemase
INKIDPLN_00090	CDS	540				hypothetical protein
INKIDPLN_00091	CDS	651				hypothetical protein
INKIDPLN_00092	CDS	1731	apc1	6.4.1.8	COG0145	Acetophenone carboxylase alpha subunit
INKIDPLN_00093	CDS	1431		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
INKIDPLN_00094	CDS	756	rph	2.7.7.56	COG0689	Ribonuclease PH
INKIDPLN_00095	CDS	576		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
INKIDPLN_00096	CDS	498				hypothetical protein
INKIDPLN_00097	CDS	783	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
INKIDPLN_00098	CDS	1053				hypothetical protein
INKIDPLN_00099	CDS	1206		1.1.1.38		NAD-dependent malic enzyme
INKIDPLN_00100	CDS	1113				hypothetical protein
INKIDPLN_00101	tRNA	77				tRNA-Pro(tgg)
INKIDPLN_00102	tRNA	74				tRNA-Gly(tcc)
INKIDPLN_00103	tRNA	77				tRNA-Arg(tct)
INKIDPLN_00104	CDS	642				hypothetical protein
INKIDPLN_00105	CDS	2154	clpC_1			putative ATP-dependent Clp protease ATP-binding subunit
INKIDPLN_00106	CDS	12021	upaG_1			Autotransporter adhesin UpaG
INKIDPLN_00107	CDS	771				hypothetical protein
INKIDPLN_00108	CDS	1197				hypothetical protein
INKIDPLN_00109	CDS	741	kipI		COG2049	Kinase A inhibitor
INKIDPLN_00110	CDS	1026	kipA		COG1984	KipI antagonist
INKIDPLN_00111	CDS	267				hypothetical protein
INKIDPLN_00112	CDS	384				hypothetical protein
INKIDPLN_00113	CDS	1059				hypothetical protein
INKIDPLN_00114	CDS	4308	ehaG_1		COG5295	Autotransporter adhesin EhaG
INKIDPLN_00115	CDS	18630	upaG_2			Autotransporter adhesin UpaG
INKIDPLN_00116	CDS	1410	norM		COG0534	Multidrug resistance protein NorM
INKIDPLN_00117	CDS	1038	oprF			Outer membrane porin F
INKIDPLN_00118	CDS	1122	yhhT		COG0628	Putative transport protein YhhT
INKIDPLN_00119	CDS	657				hypothetical protein
INKIDPLN_00120	CDS	1518	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
INKIDPLN_00121	CDS	1221	sstT		COG3633	Serine/threonine transporter SstT
INKIDPLN_00122	CDS	747	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
INKIDPLN_00123	CDS	732			COG2968	26 kDa periplasmic immunogenic protein
INKIDPLN_00124	rRNA	1562				16S ribosomal RNA
INKIDPLN_00125	tRNA	77				tRNA-Ile(gat)
INKIDPLN_00126	tRNA	76				tRNA-Ala(tgc)
INKIDPLN_00127	rRNA	2928				23S ribosomal RNA
INKIDPLN_00128	rRNA	109				5S ribosomal RNA
INKIDPLN_00129	tRNA	76				tRNA-Trp(cca)
INKIDPLN_00130	tRNA	77				tRNA-Arg(acg)
INKIDPLN_00131	CDS	1119				hypothetical protein
INKIDPLN_00132	CDS	444				hypothetical protein
INKIDPLN_00133	CDS	306				hypothetical protein
INKIDPLN_00134	CDS	276				hypothetical protein
INKIDPLN_00135	tRNA	85				tRNA-Leu(tag)
INKIDPLN_00136	CDS	3297	mfd	3.6.4.-		Transcription-repair-coupling factor
INKIDPLN_00137	CDS	1608	spoVB_1		COG2244	Stage V sporulation protein B
INKIDPLN_00138	CDS	783	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
INKIDPLN_00139	CDS	300	hupA		COG0776	DNA-binding protein HU 1
INKIDPLN_00140	CDS	1155	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
INKIDPLN_00141	CDS	321				hypothetical protein
INKIDPLN_00142	CDS	2016	ettA		COG0488	Energy-dependent translational throttle protein EttA
INKIDPLN_00143	CDS	1467		1.12.7.2		Iron hydrogenase 1
INKIDPLN_00144	CDS	630				hypothetical protein
INKIDPLN_00145	CDS	999	pitA		COG0306	Low-affinity inorganic phosphate transporter 1
INKIDPLN_00146	CDS	1113				hypothetical protein
INKIDPLN_00147	CDS	174				hypothetical protein
INKIDPLN_00148	CDS	456	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
INKIDPLN_00149	CDS	276	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
INKIDPLN_00150	CDS	1368	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
INKIDPLN_00151	CDS	396	ybaN		COG2832	Inner membrane protein YbaN
INKIDPLN_00152	CDS	849	adaA	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
INKIDPLN_00153	CDS	5088	cirA		COG4771	Colicin I receptor
INKIDPLN_00154	CDS	618	exbB		COG0811	Biopolymer transport protein ExbB
INKIDPLN_00155	CDS	408	exbD_1		COG0848	Biopolymer transport protein ExbD
INKIDPLN_00156	CDS	804				hypothetical protein
INKIDPLN_00157	CDS	519				hypothetical protein
INKIDPLN_00158	CDS	1641	hemN_1	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein
INKIDPLN_00159	CDS	1017	yihV	2.7.1.184		Sulfofructose kinase
INKIDPLN_00160	CDS	1362	ktrB		COG0168	Ktr system potassium uptake protein B
INKIDPLN_00161	CDS	651	ktrA		COG0569	Ktr system potassium uptake protein A
INKIDPLN_00162	CDS	807				hypothetical protein
INKIDPLN_00163	CDS	1101				hypothetical protein
INKIDPLN_00164	CDS	1644				hypothetical protein
INKIDPLN_00165	CDS	678				hypothetical protein
INKIDPLN_00166	CDS	513	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
INKIDPLN_00167	CDS	486	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
INKIDPLN_00168	CDS	369				hypothetical protein
INKIDPLN_00169	CDS	933	murB	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
INKIDPLN_00170	CDS	1812	typA		COG1217	GTP-binding protein TypA/BipA
INKIDPLN_00171	CDS	720				hypothetical protein
INKIDPLN_00172	CDS	477				hypothetical protein
INKIDPLN_00173	CDS	1620	prn_1		COG3468	Pertactin autotransporter
INKIDPLN_00174	CDS	459	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
INKIDPLN_00175	tRNA	75				tRNA-Arg(ccg)
INKIDPLN_00176	CDS	420				hypothetical protein
INKIDPLN_00177	CDS	753	lemA		COG1704	Protein LemA
INKIDPLN_00178	CDS	816	ubiG	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
INKIDPLN_00179	CDS	330				hypothetical protein
INKIDPLN_00180	CDS	279				hypothetical protein
INKIDPLN_00181	CDS	1728	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase large subunit
INKIDPLN_00182	CDS	513	ilvH_1	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
INKIDPLN_00183	CDS	588	mtcA1_1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
INKIDPLN_00184	CDS	465				hypothetical protein
INKIDPLN_00185	CDS	1323	phoA	3.1.3.1		Alkaline phosphatase
INKIDPLN_00186	CDS	1185	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
INKIDPLN_00187	CDS	1011	argF	2.1.3.3		Ornithine carbamoyltransferase
INKIDPLN_00188	CDS	951	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
INKIDPLN_00189	CDS	858	argB	2.7.2.8	COG0548	Acetylglutamate kinase
INKIDPLN_00190	CDS	1188	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
INKIDPLN_00191	CDS	183				hypothetical protein
INKIDPLN_00192	CDS	1179	yxeP_2	3.-.-.-	COG1473	putative hydrolase YxeP
INKIDPLN_00193	CDS	1356	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
INKIDPLN_00194	CDS	1866	shlB			Hemolysin transporter protein ShlB
INKIDPLN_00195	CDS	7284	cdiA		COG3210	Toxin CdiA
INKIDPLN_00196	CDS	1029				hypothetical protein
INKIDPLN_00197	CDS	1185	ybjJ			Inner membrane protein YbjJ
INKIDPLN_00198	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
INKIDPLN_00199	CDS	531	thiT		COG3859	Thiamine transporter ThiT
INKIDPLN_00200	CDS	1125	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
INKIDPLN_00201	CDS	1236	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
INKIDPLN_00202	CDS	336				hypothetical protein
INKIDPLN_00203	CDS	123				hypothetical protein
INKIDPLN_00204	CDS	861	pezT	2.7.1.176		Toxin PezT
INKIDPLN_00205	CDS	1032	soxS			Regulatory protein SoxS
INKIDPLN_00206	CDS	267				hypothetical protein
INKIDPLN_00207	CDS	642				hypothetical protein
INKIDPLN_00208	CDS	1029	melR			Melibiose operon regulatory protein
INKIDPLN_00209	CDS	903	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
INKIDPLN_00210	CDS	612	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
INKIDPLN_00211	CDS	1269	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
INKIDPLN_00212	CDS	1671	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
INKIDPLN_00213	CDS	618	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
INKIDPLN_00214	CDS	441				hypothetical protein
INKIDPLN_00215	CDS	966	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
INKIDPLN_00216	CDS	303				hypothetical protein
INKIDPLN_00217	tRNA	76				tRNA-Lys(ctt)
INKIDPLN_00218	CDS	204				hypothetical protein
INKIDPLN_00219	CDS	942	yfeX	1.11.1.-	COG2837	putative deferrochelatase/peroxidase YfeX
INKIDPLN_00220	CDS	1500	thrC	4.2.3.1	COG0498	Threonine synthase
INKIDPLN_00221	CDS	888	ribN			Riboflavin transporter
INKIDPLN_00222	CDS	1674	recF_1			DNA replication and repair protein RecF
INKIDPLN_00223	CDS	468	mscL		COG1970	Large-conductance mechanosensitive channel
INKIDPLN_00224	CDS	1050	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
INKIDPLN_00225	CDS	1689	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
INKIDPLN_00226	CDS	636				hypothetical protein
INKIDPLN_00227	CDS	567				hypothetical protein
INKIDPLN_00228	CDS	420			COG0716	Flavodoxin
INKIDPLN_00229	CDS	633	dauR		COG2964	Transcriptional regulator DauR
INKIDPLN_00230	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
INKIDPLN_00231	CDS	1311	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
INKIDPLN_00232	CDS	1194	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
INKIDPLN_00233	CDS	936	arcC1	2.7.2.2		Carbamate kinase 1
INKIDPLN_00234	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
INKIDPLN_00235	CDS	1692	ygfK		COG0493	Putative oxidoreductase YgfK
INKIDPLN_00236	CDS	1350		3.5.2.-		D-hydantoinase
INKIDPLN_00237	CDS	2550	pucD	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
INKIDPLN_00238	CDS	1386	uacT		COG2233	Uric acid transporter UacT
INKIDPLN_00239	CDS	1188	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
INKIDPLN_00240	CDS	807	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
INKIDPLN_00241	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
INKIDPLN_00242	CDS	456	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
INKIDPLN_00243	CDS	1305	tig	5.2.1.8		Trigger factor
INKIDPLN_00244	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
INKIDPLN_00245	CDS	1254	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
INKIDPLN_00246	CDS	2310	lon1	3.4.21.53	COG0466	Lon protease 1
INKIDPLN_00247	CDS	699	engB			putative GTP-binding protein EngB
INKIDPLN_00248	CDS	972	hexs-b	2.5.1.83		Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)
INKIDPLN_00249	CDS	891	tatC		COG0805	Sec-independent protein translocase protein TatC
INKIDPLN_00250	CDS	2658	valS	6.1.1.9	COG0525	Valine--tRNA ligase
INKIDPLN_00251	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
INKIDPLN_00252	CDS	1242				hypothetical protein
INKIDPLN_00253	CDS	1506	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
INKIDPLN_00254	CDS	1647	mutB_1	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
INKIDPLN_00255	CDS	396	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
INKIDPLN_00256	CDS	939		3.6.-.-	COG1703	putative GTPase
INKIDPLN_00257	CDS	423				hypothetical protein
INKIDPLN_00258	CDS	1530		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
INKIDPLN_00259	CDS	345				hypothetical protein
INKIDPLN_00260	CDS	168				hypothetical protein
INKIDPLN_00261	CDS	366	gcdC	4.1.1.70	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
INKIDPLN_00262	CDS	1122	gcdB	4.1.1.70	COG1883	Glutaconyl-CoA decarboxylase subunit beta
INKIDPLN_00263	CDS	258				hypothetical protein
INKIDPLN_00264	CDS	1299	sdcS_2		COG0471	Sodium-dependent dicarboxylate transporter SdcS
INKIDPLN_00265	CDS	264				hypothetical protein
INKIDPLN_00266	CDS	165			COG1145	Ferredoxin
INKIDPLN_00267	CDS	441	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
INKIDPLN_00268	CDS	924	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
INKIDPLN_00269	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
INKIDPLN_00270	CDS	1221				hypothetical protein
INKIDPLN_00271	CDS	564				hypothetical protein
INKIDPLN_00272	CDS	1206	ackA	2.7.2.1	COG0282	Acetate kinase
INKIDPLN_00273	CDS	624				hypothetical protein
INKIDPLN_00274	CDS	567	maf		COG0424	Septum formation protein Maf
INKIDPLN_00275	CDS	699				hypothetical protein
INKIDPLN_00276	CDS	1038	mreB		COG1077	Rod shape-determining protein MreB
INKIDPLN_00277	CDS	918	mreC		COG1792	Cell shape-determining protein MreC
INKIDPLN_00278	CDS	492				hypothetical protein
INKIDPLN_00279	CDS	1923	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
INKIDPLN_00280	CDS	924	minD		COG2894	Septum site-determining protein MinD
INKIDPLN_00281	CDS	1137	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
INKIDPLN_00282	CDS	1884				hypothetical protein
INKIDPLN_00283	CDS	696				hypothetical protein
INKIDPLN_00284	CDS	1428	rng	3.1.26.-	COG1530	Ribonuclease G
INKIDPLN_00285	CDS	576	mntP		COG1971	putative manganese efflux pump MntP
INKIDPLN_00286	CDS	312	rplU		COG0261	50S ribosomal protein L21
INKIDPLN_00287	CDS	315				hypothetical protein
INKIDPLN_00288	CDS	285	rpmA		COG0211	50S ribosomal protein L27
INKIDPLN_00289	CDS	654	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
INKIDPLN_00290	CDS	765	fetB		COG0390	putative iron export permease protein FetB
INKIDPLN_00291	CDS	1419	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
INKIDPLN_00292	CDS	1983	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
INKIDPLN_00293	CDS	2241	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
INKIDPLN_00294	CDS	636		3.-.-.-		putative protein
INKIDPLN_00295	CDS	492	fur		COG0735	Ferric uptake regulation protein
INKIDPLN_00296	CDS	1428	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
INKIDPLN_00297	CDS	1272	hisS	6.1.1.21		Histidine--tRNA ligase
INKIDPLN_00298	CDS	1818	aspS	6.1.1.12		Aspartate--tRNA ligase
INKIDPLN_00299	CDS	1302			COG2256	putative AAA domain-containing protein
INKIDPLN_00300	CDS	2745	spoIIIE		COG1674	DNA translocase SpoIIIE
INKIDPLN_00301	CDS	453				hypothetical protein
INKIDPLN_00302	CDS	1983				hypothetical protein
INKIDPLN_00303	CDS	1038			COG1840	putative protein
INKIDPLN_00304	CDS	1347	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
INKIDPLN_00305	CDS	1248	cinA_1		COG1058	Putative competence-damage inducible protein
INKIDPLN_00306	CDS	1041	recA		COG0468	Protein RecA
INKIDPLN_00307	CDS	429	recX			Regulatory protein RecX
INKIDPLN_00308	CDS	1566	rny	3.1.-.-	COG1418	Ribonuclease Y
INKIDPLN_00309	CDS	1773	dnaG	2.7.7.-	COG0358	DNA primase
INKIDPLN_00310	CDS	1161	sigA		COG0568	RNA polymerase sigma factor SigA
INKIDPLN_00311	tRNA	75				tRNA-Met(cat)
INKIDPLN_00312	CDS	732	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
INKIDPLN_00313	CDS	1104			COG0327	GTP cyclohydrolase 1 type 2 
INKIDPLN_00314	CDS	330	trxA_1		COG0526	Thioredoxin
INKIDPLN_00315	CDS	1140	hoxK	1.12.99.6		Uptake hydrogenase small subunit
INKIDPLN_00316	CDS	1902	hoxG	1.12.99.6		Uptake hydrogenase large subunit
INKIDPLN_00317	CDS	810	hupC		COG1969	putative Ni/Fe-hydrogenase B-type cytochrome subunit
INKIDPLN_00318	CDS	582	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
INKIDPLN_00319	CDS	378				hypothetical protein
INKIDPLN_00320	CDS	1011		2.4.-.-		putative glycosyltransferase
INKIDPLN_00321	CDS	813	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
INKIDPLN_00322	CDS	2616	alaS	6.1.1.7		Alanine--tRNA ligase
INKIDPLN_00323	CDS	261				hypothetical protein
INKIDPLN_00324	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
INKIDPLN_00325	CDS	297				hypothetical protein
INKIDPLN_00326	CDS	1437	mltG	4.2.2.-		Endolytic murein transglycosylase
INKIDPLN_00327	CDS	609		2.1.1.-	COG4122	Putative O-methyltransferase/MSMEI_4947
INKIDPLN_00328	CDS	1242	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
INKIDPLN_00329	CDS	276				hypothetical protein
INKIDPLN_00330	CDS	990				hypothetical protein
INKIDPLN_00331	CDS	1911	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
INKIDPLN_00332	CDS	1206	yjhB			Putative metabolite transport protein YjhB
INKIDPLN_00333	CDS	558				hypothetical protein
INKIDPLN_00334	CDS	1494	ybhI_1		COG0471	Inner membrane protein YbhI
INKIDPLN_00335	CDS	519	infC			Translation initiation factor IF-3
INKIDPLN_00336	CDS	198	rpmI		COG0291	50S ribosomal protein L35
INKIDPLN_00337	CDS	351	rplT		COG0292	50S ribosomal protein L20
INKIDPLN_00338	CDS	510				hypothetical protein
INKIDPLN_00339	CDS	642				hypothetical protein
INKIDPLN_00340	CDS	192				hypothetical protein
INKIDPLN_00341	CDS	1230				hypothetical protein
INKIDPLN_00342	CDS	267				hypothetical protein
INKIDPLN_00343	CDS	246				hypothetical protein
INKIDPLN_00344	CDS	465				hypothetical protein
INKIDPLN_00345	CDS	570				hypothetical protein
INKIDPLN_00346	CDS	3228	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
INKIDPLN_00347	CDS	1224				hypothetical protein
INKIDPLN_00348	CDS	1602		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
INKIDPLN_00349	CDS	543				hypothetical protein
INKIDPLN_00350	CDS	960	Int-Tn			Transposase from transposon Tn916
INKIDPLN_00351	CDS	483				hypothetical protein
INKIDPLN_00352	CDS	468				hypothetical protein
INKIDPLN_00353	CDS	465				hypothetical protein
INKIDPLN_00354	CDS	3345	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
INKIDPLN_00355	CDS	1218				hypothetical protein
INKIDPLN_00356	CDS	198				hypothetical protein
INKIDPLN_00357	CDS	1212	yhjX			putative MFS-type transporter YhjX
INKIDPLN_00358	CDS	597				hypothetical protein
