locus_tag	ftype	length_bp	gene	EC_number	COG	product
KIJPFOIH_00072	CDS	1728	miaB_1	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KIJPFOIH_00073	CDS	720				hypothetical protein
KIJPFOIH_00074	CDS	462				hypothetical protein
KIJPFOIH_00075	CDS	1008	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
KIJPFOIH_00076	CDS	786	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
KIJPFOIH_00077	CDS	489	ilvH_1	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
KIJPFOIH_00078	CDS	1710	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase large subunit
KIJPFOIH_00079	CDS	1224	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
KIJPFOIH_00080	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KIJPFOIH_00081	CDS	132				hypothetical protein
KIJPFOIH_00082	CDS	1404	yflS_1		COG0471	Putative malate transporter YflS
KIJPFOIH_00083	CDS	444				hypothetical protein
KIJPFOIH_00084	CDS	309	copZ		COG2608	Copper chaperone CopZ
KIJPFOIH_00085	CDS	243	tatAd			Sec-independent protein translocase protein TatAd
KIJPFOIH_00086	CDS	756	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
KIJPFOIH_00087	CDS	792	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
KIJPFOIH_00088	CDS	393	rpsI		COG0103	30S ribosomal protein S9
KIJPFOIH_00089	CDS	441	rplM		COG0102	50S ribosomal protein L13
KIJPFOIH_00090	CDS	588	rpsD		COG0522	30S ribosomal protein S4
KIJPFOIH_00091	CDS	900	yofA		COG0583	HTH-type transcriptional regulator YofA
KIJPFOIH_00092	CDS	324				hypothetical protein
KIJPFOIH_00093	tRNA	76				tRNA-Val(tac)
KIJPFOIH_00094	tRNA	75				tRNA-Glu(ttc)
KIJPFOIH_00095	tRNA	76				tRNA-Asn(gtt)
KIJPFOIH_00096	tRNA	75				tRNA-Gly(gcc)
KIJPFOIH_00097	tRNA	76				tRNA-Val(tac)
KIJPFOIH_00098	tRNA	75				tRNA-Glu(ttc)
KIJPFOIH_00099	tRNA	76				tRNA-Lys(ttt)
KIJPFOIH_00100	tRNA	76				tRNA-Asn(gtt)
KIJPFOIH_00101	tRNA	75				tRNA-Gly(gcc)
KIJPFOIH_00102	CDS	1119	cobT_1	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KIJPFOIH_00103	CDS	1038	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KIJPFOIH_00104	CDS	888	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
KIJPFOIH_00105	CDS	1347	yeeO		COG0534	putative FMN/FAD exporter YeeO
KIJPFOIH_00106	CDS	873	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
KIJPFOIH_00107	CDS	1752	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
KIJPFOIH_00108	CDS	786	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KIJPFOIH_00109	CDS	804	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KIJPFOIH_00110	CDS	861	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KIJPFOIH_00111	CDS	909	ecfA1_1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
KIJPFOIH_00112	CDS	336	rplQ			50S ribosomal protein L17
KIJPFOIH_00113	CDS	1005	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KIJPFOIH_00114	CDS	390	rpsK		COG0100	30S ribosomal protein S11
KIJPFOIH_00115	CDS	369	rpsM		COG0099	30S ribosomal protein S13
KIJPFOIH_00116	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
KIJPFOIH_00117	CDS	219	infA		COG0361	Translation initiation factor IF-1
KIJPFOIH_00118	CDS	771	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
KIJPFOIH_00119	CDS	564	adk	2.7.4.3		Adenylate kinase
KIJPFOIH_00120	CDS	1263	secY		COG0201	Protein translocase subunit SecY
KIJPFOIH_00121	CDS	447	rplO			50S ribosomal protein L15
KIJPFOIH_00122	CDS	180	rpmD		COG1841	50S ribosomal protein L30
KIJPFOIH_00123	CDS	504	rpsE		COG0098	30S ribosomal protein S5
KIJPFOIH_00124	CDS	363	rplR		COG0256	50S ribosomal protein L18
KIJPFOIH_00125	CDS	546	rplF			50S ribosomal protein L6
KIJPFOIH_00126	CDS	387	rpsH		COG0096	30S ribosomal protein S8
KIJPFOIH_00127	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
KIJPFOIH_00128	CDS	540	rplE		COG0094	50S ribosomal protein L5
KIJPFOIH_00129	CDS	321	rplX		COG0198	50S ribosomal protein L24
KIJPFOIH_00130	CDS	369	rplN		COG0093	50S ribosomal protein L14
KIJPFOIH_00131	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
KIJPFOIH_00132	CDS	204	rpmC		COG0255	50S ribosomal protein L29
KIJPFOIH_00133	CDS	438	rplP		COG0197	50S ribosomal protein L16
KIJPFOIH_00134	CDS	669	rpsC		COG0092	30S ribosomal protein S3
KIJPFOIH_00135	CDS	336	rplV		COG0091	50S ribosomal protein L22
KIJPFOIH_00136	CDS	282	rpsS		COG0185	30S ribosomal protein S19
KIJPFOIH_00137	CDS	831	rplB		COG0090	50S ribosomal protein L2
KIJPFOIH_00138	CDS	285	rplW		COG0089	50S ribosomal protein L23
KIJPFOIH_00139	CDS	624	rplD			50S ribosomal protein L4
KIJPFOIH_00140	CDS	642	rplC		COG0087	50S ribosomal protein L3
KIJPFOIH_00141	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
KIJPFOIH_00142	CDS	1188	tuf_1		COG0050	Elongation factor Tu
KIJPFOIH_00143	CDS	2076	fusA_1		COG0480	Elongation factor G
KIJPFOIH_00144	CDS	471	rpsG			30S ribosomal protein S7
KIJPFOIH_00145	CDS	375	rpsL		COG0048	30S ribosomal protein S12
KIJPFOIH_00146	CDS	246	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
KIJPFOIH_00147	CDS	2022	betS			Glycine betaine/proline betaine transporter BetS
KIJPFOIH_00148	CDS	4203	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
KIJPFOIH_00149	CDS	4161	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
KIJPFOIH_00150	CDS	1416	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
KIJPFOIH_00151	CDS	1641	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
KIJPFOIH_00152	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
KIJPFOIH_00153	CDS	498	rplJ			50S ribosomal protein L10
KIJPFOIH_00154	CDS	711	rplA			50S ribosomal protein L1
KIJPFOIH_00155	CDS	426	rplK		COG0080	50S ribosomal protein L11
KIJPFOIH_00156	CDS	537	nusG			Transcription termination/antitermination protein NusG
KIJPFOIH_00157	CDS	222	secE		COG0690	Protein translocase subunit SecE
KIJPFOIH_00158	CDS	150	rpmG1		COG0267	50S ribosomal protein L33 1
KIJPFOIH_00159	CDS	2238	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
KIJPFOIH_00160	CDS	1188	tuf_2		COG0050	Elongation factor Tu
KIJPFOIH_00161	tRNA	77				tRNA-Met(cat)
KIJPFOIH_00162	tRNA	76				tRNA-Thr(ggt)
KIJPFOIH_00163	tRNA	76				tRNA-Met(cat)
KIJPFOIH_00164	tRNA	85				tRNA-Tyr(gta)
KIJPFOIH_00165	tRNA	76				tRNA-Thr(tgt)
KIJPFOIH_00166	CDS	465				hypothetical protein
KIJPFOIH_00167	CDS	1422				hypothetical protein
KIJPFOIH_00168	CDS	654	hypB		COG0378	Hydrogenase maturation factor HypB
KIJPFOIH_00169	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
KIJPFOIH_00170	CDS	828	folD			Bifunctional protein FolD protein
KIJPFOIH_00171	CDS	1968	spoVD		COG0768	Stage V sporulation protein D
KIJPFOIH_00172	CDS	1416	cca	2.7.7.72		CCA-adding enzyme
KIJPFOIH_00173	CDS	873	sdhA_1	4.3.1.17		L-serine dehydratase, alpha chain
KIJPFOIH_00174	CDS	690	sdhB_1	4.3.1.17		L-serine dehydratase, beta chain
KIJPFOIH_00175	CDS	1566	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
KIJPFOIH_00176	CDS	726	crp		COG0664	cAMP-activated global transcriptional regulator CRP
KIJPFOIH_00177	CDS	1764				hypothetical protein
KIJPFOIH_00178	CDS	552				hypothetical protein
KIJPFOIH_00179	CDS	561	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
KIJPFOIH_00180	CDS	843	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
KIJPFOIH_00181	tRNA	76				tRNA-Asn(gtt)
KIJPFOIH_00182	tRNA	75				tRNA-Glu(ttc)
KIJPFOIH_00183	tRNA	76				tRNA-Val(tac)
KIJPFOIH_00184	CDS	909				hypothetical protein
KIJPFOIH_00185	CDS	408	atpC		COG0355	ATP synthase epsilon chain
KIJPFOIH_00186	CDS	1425	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
KIJPFOIH_00187	CDS	855	atpG		COG0224	ATP synthase gamma chain
KIJPFOIH_00188	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
KIJPFOIH_00189	CDS	552	atpH		COG0712	ATP synthase subunit delta
KIJPFOIH_00190	CDS	498	atpF		COG0711	ATP synthase subunit b
KIJPFOIH_00191	CDS	228	atpE			ATP synthase subunit c
KIJPFOIH_00192	CDS	693	atpB			ATP synthase subunit a
KIJPFOIH_00193	CDS	372				hypothetical protein
KIJPFOIH_00194	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
KIJPFOIH_00195	CDS	1152	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
KIJPFOIH_00196	CDS	1359				hypothetical protein
KIJPFOIH_00197	CDS	276				hypothetical protein
KIJPFOIH_00198	CDS	1638	pgm	5.4.2.2	COG0033	Phosphoglucomutase
KIJPFOIH_00199	CDS	945				hypothetical protein
KIJPFOIH_00200	CDS	897	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
KIJPFOIH_00201	CDS	693	lutR		COG2186	HTH-type transcriptional regulator LutR
KIJPFOIH_00202	CDS	1461	alsT		COG1115	Amino-acid carrier protein AlsT
KIJPFOIH_00203	CDS	1257	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
KIJPFOIH_00204	CDS	492				hypothetical protein
KIJPFOIH_00205	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
KIJPFOIH_00206	CDS	756	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
KIJPFOIH_00207	CDS	228				hypothetical protein
KIJPFOIH_00208	CDS	819	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
KIJPFOIH_00209	CDS	405	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
KIJPFOIH_00210	CDS	2904	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
KIJPFOIH_00211	CDS	930				hypothetical protein
KIJPFOIH_00212	CDS	1554	nikA		COG0747	Nickel-binding periplasmic protein
KIJPFOIH_00213	CDS	816	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
KIJPFOIH_00214	CDS	798	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
KIJPFOIH_00215	CDS	1569	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
KIJPFOIH_00216	CDS	822	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
KIJPFOIH_00217	CDS	939	gsiC		COG0601	Glutathione transport system permease protein GsiC
KIJPFOIH_00218	CDS	1332	potE_1		COG0531	Putrescine transporter PotE
KIJPFOIH_00219	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KIJPFOIH_00220	CDS	1212	argG	6.3.4.5	COG0137	Argininosuccinate synthase
KIJPFOIH_00221	CDS	807	mrcA		COG5009	Penicillin-binding protein 1A
KIJPFOIH_00222	CDS	279	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
KIJPFOIH_00223	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
KIJPFOIH_00224	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
KIJPFOIH_00225	CDS	834	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
KIJPFOIH_00226	CDS	1224	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
KIJPFOIH_00227	CDS	915	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
KIJPFOIH_00228	CDS	1995	fruA		COG1299	PTS system fructose-specific EIIABC component
KIJPFOIH_00229	CDS	3798	ssp5			Agglutinin receptor
KIJPFOIH_00230	CDS	936	cysK_1	2.5.1.47	COG0031	Cysteine synthase
KIJPFOIH_00231	CDS	450	cymR_1			HTH-type transcriptional regulator CymR
KIJPFOIH_00232	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
KIJPFOIH_00233	CDS	1611	pyrG	6.3.4.2		CTP synthase
KIJPFOIH_00234	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
KIJPFOIH_00235	CDS	459	ywiB		COG4506	putative beta-barrel protein YwiB
KIJPFOIH_00236	CDS	294				hypothetical protein
KIJPFOIH_00237	CDS	642	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
KIJPFOIH_00238	CDS	909				hypothetical protein
KIJPFOIH_00239	CDS	777				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
KIJPFOIH_00240	CDS	237				hypothetical protein
KIJPFOIH_00241	CDS	1074	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
KIJPFOIH_00242	CDS	1338	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
KIJPFOIH_00243	CDS	2004	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
KIJPFOIH_00244	CDS	1140	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
KIJPFOIH_00245	CDS	1638	glcA		COG1620	Glycolate permease GlcA
KIJPFOIH_00246	CDS	285				hypothetical protein
KIJPFOIH_00247	CDS	1188	bcr_1			Bicyclomycin resistance protein
KIJPFOIH_00248	CDS	4257	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
KIJPFOIH_00249	CDS	834			COG1464	Membrane lipoprotein TpN32
KIJPFOIH_00250	CDS	1314				hypothetical protein
KIJPFOIH_00251	CDS	1038	cobT_3	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KIJPFOIH_00252	CDS	1320	gltT			Proton/sodium-glutamate symport protein
KIJPFOIH_00253	CDS	837				hypothetical protein
KIJPFOIH_00254	CDS	831				hypothetical protein
KIJPFOIH_00255	CDS	1173	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
KIJPFOIH_00256	CDS	1560				hypothetical protein
KIJPFOIH_00257	CDS	2283	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KIJPFOIH_00258	CDS	1029	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
KIJPFOIH_00259	CDS	459				hypothetical protein
KIJPFOIH_00260	CDS	417		2.3.1.-		Acetyltransferase
KIJPFOIH_00261	CDS	1014	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
KIJPFOIH_00262	CDS	1053	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
KIJPFOIH_00263	CDS	1269	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
KIJPFOIH_00264	CDS	1095	aroC	4.2.3.5	COG0082	Chorismate synthase
KIJPFOIH_00265	CDS	1140	pheA		COG0077	P-protein
KIJPFOIH_00266	CDS	1236	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
KIJPFOIH_00267	CDS	606				hypothetical protein
KIJPFOIH_00268	CDS	795	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
KIJPFOIH_00269	CDS	1245	ymfD			Bacillibactin exporter
KIJPFOIH_00270	CDS	420	cymR_2			HTH-type transcriptional regulator CymR
KIJPFOIH_00271	CDS	1368	adeQ_1		COG2252	Adenine permease AdeQ
KIJPFOIH_00272	CDS	1308				hypothetical protein
KIJPFOIH_00273	CDS	762				hypothetical protein
KIJPFOIH_00274	CDS	513				hypothetical protein
KIJPFOIH_00275	CDS	390	hosA			Transcriptional regulator HosA
KIJPFOIH_00276	CDS	408				hypothetical protein
KIJPFOIH_00277	CDS	1443	cycA		COG1113	D-serine/D-alanine/glycine transporter
KIJPFOIH_00278	CDS	573				hypothetical protein
KIJPFOIH_00279	CDS	897				hypothetical protein
KIJPFOIH_00280	CDS	1125	fieF		COG0053	Ferrous-iron efflux pump FieF
KIJPFOIH_00281	CDS	1119	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KIJPFOIH_00282	CDS	2589	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
KIJPFOIH_00283	CDS	252				hypothetical protein
KIJPFOIH_00284	CDS	597	recR		COG0353	Recombination protein RecR
KIJPFOIH_00285	CDS	330			COG0718	Nucleoid-associated protein
KIJPFOIH_00286	CDS	2706	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
KIJPFOIH_00287	CDS	315				hypothetical protein
KIJPFOIH_00288	CDS	540	socA			Antitoxin SocA
KIJPFOIH_00289	CDS	4584	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
KIJPFOIH_00290	CDS	870	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KIJPFOIH_00291	CDS	1194				hypothetical protein
KIJPFOIH_00292	CDS	894				hypothetical protein
KIJPFOIH_00293	CDS	1116	mdtA			Multidrug resistance protein MdtA
KIJPFOIH_00294	CDS	852		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
KIJPFOIH_00295	CDS	339				hypothetical protein
KIJPFOIH_00296	CDS	666	ygaZ		COG1296	Inner membrane protein YgaZ
KIJPFOIH_00297	CDS	1167	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
KIJPFOIH_00298	CDS	234				hypothetical protein
KIJPFOIH_00299	CDS	525				hypothetical protein
KIJPFOIH_00300	CDS	576				hypothetical protein
KIJPFOIH_00301	CDS	393				hypothetical protein
KIJPFOIH_00302	CDS	552				hypothetical protein
KIJPFOIH_00303	CDS	942				hypothetical protein
KIJPFOIH_00304	CDS	327				hypothetical protein
KIJPFOIH_00305	CDS	1017				hypothetical protein
KIJPFOIH_00306	CDS	306				hypothetical protein
KIJPFOIH_00307	CDS	3951				hypothetical protein
KIJPFOIH_00308	CDS	327				hypothetical protein
KIJPFOIH_00309	CDS	606				hypothetical protein
KIJPFOIH_00310	CDS	3195				hypothetical protein
KIJPFOIH_00311	CDS	186				hypothetical protein
KIJPFOIH_00312	CDS	279				hypothetical protein
KIJPFOIH_00313	CDS	963				hypothetical protein
KIJPFOIH_00314	CDS	474				hypothetical protein
KIJPFOIH_00315	CDS	681				hypothetical protein
KIJPFOIH_00316	CDS	306				hypothetical protein
KIJPFOIH_00317	CDS	339				hypothetical protein
KIJPFOIH_00318	CDS	1890				hypothetical protein
KIJPFOIH_00319	CDS	1482				hypothetical protein
KIJPFOIH_00320	CDS	207				hypothetical protein
KIJPFOIH_00321	CDS	1644				hypothetical protein
KIJPFOIH_00322	CDS	537				hypothetical protein
KIJPFOIH_00323	CDS	387				hypothetical protein
KIJPFOIH_00324	CDS	255				hypothetical protein
KIJPFOIH_00325	CDS	525				hypothetical protein
KIJPFOIH_00326	CDS	1383	rapA	3.6.4.-		RNA polymerase-associated protein RapA
KIJPFOIH_00327	CDS	297				hypothetical protein
KIJPFOIH_00328	CDS	2475				hypothetical protein
KIJPFOIH_00329	CDS	1965	polA_1	2.7.7.7		DNA polymerase I, thermostable
KIJPFOIH_00330	CDS	720				hypothetical protein
KIJPFOIH_00331	CDS	1185				hypothetical protein
KIJPFOIH_00332	CDS	570				hypothetical protein
KIJPFOIH_00333	CDS	966	mboIIM	2.1.1.72		Modification methylase MboII
KIJPFOIH_00334	CDS	483				hypothetical protein
KIJPFOIH_00335	CDS	1374				hypothetical protein
KIJPFOIH_00336	CDS	456				hypothetical protein
KIJPFOIH_00337	CDS	507				hypothetical protein
KIJPFOIH_00338	CDS	234				hypothetical protein
KIJPFOIH_00339	CDS	240				hypothetical protein
KIJPFOIH_00340	CDS	330				hypothetical protein
KIJPFOIH_00341	CDS	207				hypothetical protein
KIJPFOIH_00342	CDS	648	lexA_1	3.4.21.88		LexA repressor
KIJPFOIH_00343	CDS	633				hypothetical protein
KIJPFOIH_00344	CDS	1083	xerC			Tyrosine recombinase XerC
KIJPFOIH_00345	CDS	819	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
KIJPFOIH_00346	CDS	816	fbiB_1	6.3.2.31	COG0778	Coenzyme F420:L-glutamate ligase
KIJPFOIH_00347	CDS	1554	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
KIJPFOIH_00348	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
KIJPFOIH_00349	CDS	729	lutC		COG1556	Lactate utilization protein C
KIJPFOIH_00350	CDS	1446	lutB		COG1139	Lactate utilization protein B
KIJPFOIH_00351	CDS	738	lutA		COG0247	Lactate utilization protein A
KIJPFOIH_00352	CDS	1716	ancA_1			Cellulosome-anchoring protein
KIJPFOIH_00353	CDS	1371	ancA_2			Cellulosome-anchoring protein
KIJPFOIH_00354	CDS	846				hypothetical protein
