locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCPJDJBJ_00113	CDS	807	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
NCPJDJBJ_00114	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
NCPJDJBJ_00115	CDS	456	guaB_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NCPJDJBJ_00116	CDS	1305	tig	5.2.1.8		Trigger factor
NCPJDJBJ_00117	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
NCPJDJBJ_00118	CDS	1254	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
NCPJDJBJ_00119	CDS	2310	lon1	3.4.21.53	COG0466	Lon protease 1
NCPJDJBJ_00120	CDS	699	engB			putative GTP-binding protein EngB
NCPJDJBJ_00121	CDS	972	hexs-b	2.5.1.83		Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)
NCPJDJBJ_00122	CDS	891	tatC		COG0805	Sec-independent protein translocase protein TatC
NCPJDJBJ_00123	CDS	2658	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NCPJDJBJ_00124	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
NCPJDJBJ_00125	CDS	1239				hypothetical protein
NCPJDJBJ_00126	CDS	1506	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
NCPJDJBJ_00127	CDS	1647	mutB_1	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
NCPJDJBJ_00128	CDS	396	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
NCPJDJBJ_00129	CDS	939		3.6.-.-	COG1703	putative GTPase
NCPJDJBJ_00130	CDS	423				hypothetical protein
NCPJDJBJ_00131	CDS	1530		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
NCPJDJBJ_00132	CDS	348				hypothetical protein
NCPJDJBJ_00133	CDS	168				hypothetical protein
NCPJDJBJ_00134	CDS	381	gcdC	4.1.1.70	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
NCPJDJBJ_00135	CDS	1122	gcdB	4.1.1.70	COG1883	Glutaconyl-CoA decarboxylase subunit beta
NCPJDJBJ_00136	CDS	258				hypothetical protein
NCPJDJBJ_00137	CDS	1302	sdcS_2		COG0471	Sodium-dependent dicarboxylate transporter SdcS
NCPJDJBJ_00138	CDS	264				hypothetical protein
NCPJDJBJ_00139	CDS	165			COG1145	Ferredoxin
NCPJDJBJ_00140	CDS	441	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NCPJDJBJ_00141	CDS	924	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NCPJDJBJ_00142	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
NCPJDJBJ_00143	CDS	1344				hypothetical protein
NCPJDJBJ_00144	CDS	564				hypothetical protein
NCPJDJBJ_00145	CDS	1206	ackA	2.7.2.1	COG0282	Acetate kinase
NCPJDJBJ_00146	CDS	621				hypothetical protein
NCPJDJBJ_00147	CDS	567	maf		COG0424	Septum formation protein Maf
NCPJDJBJ_00148	CDS	699				hypothetical protein
NCPJDJBJ_00149	CDS	1038	mreB		COG1077	Rod shape-determining protein MreB
NCPJDJBJ_00150	CDS	918	mreC		COG1792	Cell shape-determining protein MreC
NCPJDJBJ_00151	CDS	495				hypothetical protein
NCPJDJBJ_00152	CDS	1923	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
NCPJDJBJ_00153	CDS	924	minD		COG2894	Septum site-determining protein MinD
NCPJDJBJ_00154	CDS	1104	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
NCPJDJBJ_00155	CDS	1884				hypothetical protein
NCPJDJBJ_00156	CDS	696				hypothetical protein
NCPJDJBJ_00157	CDS	1428	rng	3.1.26.-	COG1530	Ribonuclease G
NCPJDJBJ_00158	CDS	579	mntP		COG1971	putative manganese efflux pump MntP
NCPJDJBJ_00159	CDS	312	rplU		COG0261	50S ribosomal protein L21
NCPJDJBJ_00160	CDS	315				hypothetical protein
NCPJDJBJ_00161	CDS	285	rpmA		COG0211	50S ribosomal protein L27
NCPJDJBJ_00162	CDS	1419	thiH_1	4.1.99.19	COG1060	2-iminoacetate synthase
NCPJDJBJ_00163	CDS	1983	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
NCPJDJBJ_00164	CDS	2241	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
NCPJDJBJ_00165	CDS	636		3.-.-.-		putative protein
NCPJDJBJ_00166	CDS	489	fur		COG0735	Ferric uptake regulation protein
NCPJDJBJ_00167	CDS	1428	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
NCPJDJBJ_00168	CDS	1272	hisS	6.1.1.21		Histidine--tRNA ligase
NCPJDJBJ_00169	CDS	1806	aspS	6.1.1.12		Aspartate--tRNA ligase
NCPJDJBJ_00170	CDS	1302			COG2256	putative AAA domain-containing protein
NCPJDJBJ_00171	CDS	2745	spoIIIE		COG1674	DNA translocase SpoIIIE
NCPJDJBJ_00172	CDS	453				hypothetical protein
NCPJDJBJ_00173	CDS	1947				hypothetical protein
NCPJDJBJ_00174	CDS	1038			COG1840	putative protein
NCPJDJBJ_00175	CDS	1347	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
NCPJDJBJ_00176	CDS	1248	cinA_1		COG1058	Putative competence-damage inducible protein
NCPJDJBJ_00177	CDS	1041	recA		COG0468	Protein RecA
NCPJDJBJ_00178	CDS	429	recX			Regulatory protein RecX
NCPJDJBJ_00179	CDS	1629	rny	3.1.-.-	COG1418	Ribonuclease Y
NCPJDJBJ_00180	CDS	1773	dnaG	2.7.7.-	COG0358	DNA primase
NCPJDJBJ_00181	CDS	1161	sigA		COG0568	RNA polymerase sigma factor SigA
NCPJDJBJ_00182	CDS	339	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
NCPJDJBJ_00183	CDS	744	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
NCPJDJBJ_00184	CDS	564	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
NCPJDJBJ_00185	tRNA	75				tRNA-Met(cat)
NCPJDJBJ_00186	CDS	474				hypothetical protein
NCPJDJBJ_00187	CDS	513				hypothetical protein
NCPJDJBJ_00188	CDS	186				hypothetical protein
NCPJDJBJ_00189	CDS	738				hypothetical protein
NCPJDJBJ_00190	CDS	177				hypothetical protein
NCPJDJBJ_00191	CDS	174				hypothetical protein
NCPJDJBJ_00192	CDS	930				hypothetical protein
NCPJDJBJ_00193	CDS	159				hypothetical protein
NCPJDJBJ_00194	CDS	246				hypothetical protein
NCPJDJBJ_00195	CDS	861	recT		COG3723	Protein RecT
NCPJDJBJ_00196	CDS	234				hypothetical protein
NCPJDJBJ_00197	CDS	825				hypothetical protein
NCPJDJBJ_00198	CDS	678	dnaC_1		COG1484	DNA replication protein DnaC
NCPJDJBJ_00199	CDS	192				hypothetical protein
NCPJDJBJ_00200	CDS	540				hypothetical protein
NCPJDJBJ_00201	CDS	225				hypothetical protein
NCPJDJBJ_00202	CDS	222				hypothetical protein
NCPJDJBJ_00203	CDS	471				hypothetical protein
NCPJDJBJ_00204	CDS	357				hypothetical protein
NCPJDJBJ_00205	CDS	420				hypothetical protein
NCPJDJBJ_00206	CDS	267				hypothetical protein
NCPJDJBJ_00207	CDS	342				hypothetical protein
NCPJDJBJ_00208	CDS	204				hypothetical protein
NCPJDJBJ_00209	CDS	303				hypothetical protein
NCPJDJBJ_00210	CDS	315				hypothetical protein
NCPJDJBJ_00211	CDS	267				hypothetical protein
NCPJDJBJ_00212	CDS	432				hypothetical protein
NCPJDJBJ_00213	CDS	414				hypothetical protein
NCPJDJBJ_00214	CDS	546				hypothetical protein
NCPJDJBJ_00215	CDS	519				hypothetical protein
NCPJDJBJ_00216	CDS	1161				hypothetical protein
NCPJDJBJ_00217	CDS	1386				hypothetical protein
NCPJDJBJ_00218	CDS	1137				hypothetical protein
NCPJDJBJ_00219	CDS	618				hypothetical protein
NCPJDJBJ_00220	CDS	921				hypothetical protein
NCPJDJBJ_00221	CDS	222				hypothetical protein
NCPJDJBJ_00222	CDS	468				hypothetical protein
NCPJDJBJ_00223	CDS	384				hypothetical protein
NCPJDJBJ_00224	CDS	483				hypothetical protein
NCPJDJBJ_00225	CDS	465				hypothetical protein
NCPJDJBJ_00226	CDS	390				hypothetical protein
NCPJDJBJ_00227	CDS	3225				hypothetical protein
NCPJDJBJ_00228	CDS	567				hypothetical protein
NCPJDJBJ_00229	CDS	855				hypothetical protein
NCPJDJBJ_00230	CDS	465				hypothetical protein
NCPJDJBJ_00231	CDS	3702				hypothetical protein
NCPJDJBJ_00232	CDS	324				hypothetical protein
NCPJDJBJ_00233	CDS	1020				hypothetical protein
NCPJDJBJ_00234	CDS	531				hypothetical protein
NCPJDJBJ_00235	CDS	390				hypothetical protein
NCPJDJBJ_00236	CDS	450				hypothetical protein
NCPJDJBJ_00237	CDS	273				hypothetical protein
NCPJDJBJ_00238	CDS	195				hypothetical protein
NCPJDJBJ_00239	CDS	318				hypothetical protein
NCPJDJBJ_00240	CDS	732	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
NCPJDJBJ_00241	CDS	1104			COG0327	GTP cyclohydrolase 1 type 2 
NCPJDJBJ_00242	CDS	330	trxA_1		COG0526	Thioredoxin
NCPJDJBJ_00243	CDS	1140	hoxK	1.12.99.6		Uptake hydrogenase small subunit
NCPJDJBJ_00244	CDS	1902	hoxG	1.12.99.6		Uptake hydrogenase large subunit
NCPJDJBJ_00245	CDS	810	hupC		COG1969	putative Ni/Fe-hydrogenase B-type cytochrome subunit
NCPJDJBJ_00246	CDS	579	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
NCPJDJBJ_00247	CDS	378				hypothetical protein
NCPJDJBJ_00248	CDS	1011		2.4.-.-		putative glycosyltransferase
NCPJDJBJ_00249	CDS	813	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
NCPJDJBJ_00250	CDS	2616	alaS	6.1.1.7		Alanine--tRNA ligase
NCPJDJBJ_00251	CDS	261				hypothetical protein
NCPJDJBJ_00252	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NCPJDJBJ_00253	CDS	297				hypothetical protein
NCPJDJBJ_00254	CDS	1434	mltG	4.2.2.-		Endolytic murein transglycosylase
NCPJDJBJ_00255	CDS	609	yfiC_1	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
NCPJDJBJ_00256	CDS	1245	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
NCPJDJBJ_00257	CDS	282				hypothetical protein
NCPJDJBJ_00258	CDS	990				hypothetical protein
NCPJDJBJ_00259	CDS	1911	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
NCPJDJBJ_00260	CDS	1206	yjhB			Putative metabolite transport protein YjhB
NCPJDJBJ_00261	CDS	567				hypothetical protein
NCPJDJBJ_00262	CDS	1602	ybhI_1		COG0471	Inner membrane protein YbhI
NCPJDJBJ_00263	CDS	549	infC			Translation initiation factor IF-3
NCPJDJBJ_00264	CDS	198	rpmI		COG0291	50S ribosomal protein L35
NCPJDJBJ_00265	CDS	351	rplT		COG0292	50S ribosomal protein L20
NCPJDJBJ_00266	CDS	555				hypothetical protein
NCPJDJBJ_00267	CDS	642				hypothetical protein
NCPJDJBJ_00268	CDS	270				hypothetical protein
NCPJDJBJ_00269	CDS	1332				hypothetical protein
NCPJDJBJ_00270	CDS	570				hypothetical protein
NCPJDJBJ_00271	CDS	3228	hsdR_1	3.1.21.3		Type-1 restriction enzyme R protein
NCPJDJBJ_00272	CDS	1164			COG0732	Putative type-1 restriction enzyme specificity protein MG438
NCPJDJBJ_00273	CDS	1602		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
NCPJDJBJ_00274	CDS	354				hypothetical protein
NCPJDJBJ_00275	CDS	927	Int-Tn_1			Transposase from transposon Tn916
NCPJDJBJ_00276	CDS	423				hypothetical protein
NCPJDJBJ_00277	CDS	456				hypothetical protein
NCPJDJBJ_00278	CDS	3339	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
NCPJDJBJ_00279	CDS	135				hypothetical protein
NCPJDJBJ_00280	CDS	1887	mcrB_1	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
NCPJDJBJ_00281	CDS	1320				hypothetical protein
NCPJDJBJ_00282	CDS	1212	yhjX			putative MFS-type transporter YhjX
NCPJDJBJ_00283	CDS	135				hypothetical protein
NCPJDJBJ_00284	CDS	597				hypothetical protein
NCPJDJBJ_00285	CDS	612	satP		COG1584	Succinate-acetate/proton symporter SatP
NCPJDJBJ_00286	CDS	660	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NCPJDJBJ_00287	CDS	1344				hypothetical protein
NCPJDJBJ_00288	CDS	840				hypothetical protein
NCPJDJBJ_00289	CDS	1308			COG0531	putative transporter
NCPJDJBJ_00290	CDS	741		2.4.2.-	COG2071	Putative glutamine amidotransferase
NCPJDJBJ_00291	CDS	1044				hypothetical protein
NCPJDJBJ_00292	CDS	1557	spoVB_2		COG2244	Stage V sporulation protein B
NCPJDJBJ_00293	CDS	930	fba	4.1.2.13		Fructose-bisphosphate aldolase
NCPJDJBJ_00294	CDS	966	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NCPJDJBJ_00295	CDS	1596				hypothetical protein
NCPJDJBJ_00296	CDS	495				hypothetical protein
NCPJDJBJ_00297	CDS	1119	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
NCPJDJBJ_00298	CDS	627	cbiET_1		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
NCPJDJBJ_00299	CDS	588	cbiET_2		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
NCPJDJBJ_00300	CDS	762	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
NCPJDJBJ_00301	CDS	1146	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
NCPJDJBJ_00302	CDS	690	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
NCPJDJBJ_00303	CDS	789	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
NCPJDJBJ_00304	CDS	666	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
NCPJDJBJ_00305	CDS	996	hmuU_1		COG0609	Hemin transport system permease protein HmuU
NCPJDJBJ_00306	CDS	783	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
NCPJDJBJ_00307	CDS	942	isdE_1		COG0614	High-affinity heme uptake system protein IsdE
NCPJDJBJ_00308	CDS	990	cbiK_1	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
NCPJDJBJ_00309	CDS	882	cbiK_2	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
NCPJDJBJ_00310	CDS	855	cbiKp	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase CbiKP
NCPJDJBJ_00311	CDS	708	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
NCPJDJBJ_00312	CDS	1377	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
NCPJDJBJ_00313	CDS	543	cobO_1	2.5.1.17		Cob(I)yrinic acid a,c-diamide adenosyltransferase
NCPJDJBJ_00314	CDS	390	nlr	1.15.1.1		Neelaredoxin
NCPJDJBJ_00315	CDS	1230	lysC	2.7.2.4		Aspartokinase
NCPJDJBJ_00316	CDS	318				hypothetical protein
NCPJDJBJ_00317	CDS	2910				hypothetical protein
NCPJDJBJ_00318	CDS	975	gltX_1	6.1.1.17		Glutamate--tRNA ligase
NCPJDJBJ_00319	CDS	375	yccU		COG1832	putative protein YccU
NCPJDJBJ_00320	CDS	321	trxA_2		COG0526	Thioredoxin
NCPJDJBJ_00321	CDS	432	mraZ			Transcriptional regulator MraZ
NCPJDJBJ_00322	CDS	933	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
NCPJDJBJ_00323	CDS	405	ftsL_1			Cell division protein FtsL
NCPJDJBJ_00324	CDS	1485	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NCPJDJBJ_00325	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NCPJDJBJ_00326	CDS	987	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NCPJDJBJ_00327	CDS	1371	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NCPJDJBJ_00328	CDS	1110	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NCPJDJBJ_00329	CDS	1383	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NCPJDJBJ_00330	CDS	933	ddl	6.3.2.4		D-alanine--D-alanine ligase
NCPJDJBJ_00331	CDS	858	ftsQ			Cell division protein FtsQ
NCPJDJBJ_00332	CDS	687				hypothetical protein
NCPJDJBJ_00333	CDS	345				hypothetical protein
NCPJDJBJ_00334	CDS	1044	ftsZ		COG0206	Cell division protein FtsZ
NCPJDJBJ_00335	CDS	570				hypothetical protein
NCPJDJBJ_00336	CDS	1248	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
NCPJDJBJ_00337	CDS	270				hypothetical protein
NCPJDJBJ_00338	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
NCPJDJBJ_00339	CDS	1440				hypothetical protein
