locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOCDCFJO_00081	CDS	1524	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
OOCDCFJO_00082	CDS	768	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
OOCDCFJO_00083	CDS	741	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
OOCDCFJO_00084	CDS	228				hypothetical protein
OOCDCFJO_00085	CDS	894				hypothetical protein
OOCDCFJO_00086	CDS	348				hypothetical protein
OOCDCFJO_00087	CDS	273	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
OOCDCFJO_00088	CDS	282				hypothetical protein
OOCDCFJO_00089	CDS	630				hypothetical protein
OOCDCFJO_00090	CDS	405				hypothetical protein
OOCDCFJO_00091	CDS	516				hypothetical protein
OOCDCFJO_00092	CDS	1539	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
OOCDCFJO_00093	CDS	1260	dmdA_1	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
OOCDCFJO_00094	CDS	492	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
OOCDCFJO_00095	CDS	1071	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
OOCDCFJO_00096	CDS	540	niaX			Niacin transporter NiaX
OOCDCFJO_00097	CDS	1188	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
OOCDCFJO_00098	CDS	1731	btaE_3			Autotransporter adhesin BtaE
OOCDCFJO_00099	CDS	4959	ata_3			Adhesin Ata autotransporter
OOCDCFJO_00100	CDS	486	ytmI_1	2.3.1.-		putative N-acetyltransferase YtmI
OOCDCFJO_00101	CDS	750				hypothetical protein
OOCDCFJO_00102	CDS	930				hypothetical protein
OOCDCFJO_00103	CDS	654	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
OOCDCFJO_00104	CDS	1116	pcpF	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
OOCDCFJO_00105	CDS	1491				hypothetical protein
OOCDCFJO_00106	CDS	840	tcyK		COG0834	L-cystine-binding protein TcyK
OOCDCFJO_00107	CDS	717	yxeN_1			putative amino-acid permease protein YxeN
OOCDCFJO_00108	CDS	717	yxeN_2			putative amino-acid permease protein YxeN
OOCDCFJO_00109	CDS	774	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
OOCDCFJO_00110	CDS	483	ytmI_2	2.3.1.-		putative N-acetyltransferase YtmI
OOCDCFJO_00111	CDS	399				hypothetical protein
OOCDCFJO_00112	CDS	903	rbsB		COG1879	Ribose import binding protein RbsB
OOCDCFJO_00113	CDS	936	rbsC		COG1172	Ribose import permease protein RbsC
OOCDCFJO_00114	CDS	1482	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
OOCDCFJO_00115	CDS	414	rbsD	5.4.99.62	COG1869	D-ribose pyranase
OOCDCFJO_00116	CDS	891	rbsK	2.7.1.15	COG0524	Ribokinase
OOCDCFJO_00117	CDS	327				hypothetical protein
OOCDCFJO_00118	CDS	282				hypothetical protein
OOCDCFJO_00119	CDS	657				hypothetical protein
OOCDCFJO_00120	CDS	522	sttH	3.5.2.19		Streptothricin hydrolase
OOCDCFJO_00121	CDS	246				hypothetical protein
OOCDCFJO_00122	CDS	321				hypothetical protein
OOCDCFJO_00123	CDS	1626	ecfA1_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
OOCDCFJO_00124	CDS	813	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
OOCDCFJO_00125	CDS	669	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
OOCDCFJO_00126	CDS	501		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
OOCDCFJO_00127	CDS	864	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
OOCDCFJO_00128	CDS	1605	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
OOCDCFJO_00129	CDS	1278	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
OOCDCFJO_00130	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
OOCDCFJO_00131	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
OOCDCFJO_00132	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
OOCDCFJO_00133	CDS	318	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
OOCDCFJO_00134	CDS	327	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
OOCDCFJO_00135	CDS	1077	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
OOCDCFJO_00136	CDS	627	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
OOCDCFJO_00137	CDS	1833	cstA		COG1966	Peptide transporter CstA
OOCDCFJO_00138	CDS	1626				hypothetical protein
OOCDCFJO_00139	CDS	732				hypothetical protein
OOCDCFJO_00140	CDS	474				hypothetical protein
OOCDCFJO_00141	CDS	342				hypothetical protein
OOCDCFJO_00142	CDS	627				hypothetical protein
OOCDCFJO_00143	CDS	342				hypothetical protein
OOCDCFJO_00144	CDS	1527				hypothetical protein
OOCDCFJO_00145	CDS	537				hypothetical protein
OOCDCFJO_00146	CDS	207				hypothetical protein
OOCDCFJO_00147	CDS	402				hypothetical protein
OOCDCFJO_00148	CDS	828				hypothetical protein
OOCDCFJO_00149	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
OOCDCFJO_00150	CDS	861				hypothetical protein
OOCDCFJO_00151	CDS	915	cysK_1	2.5.1.47		Cysteine synthase
OOCDCFJO_00152	CDS	612	cysE	2.3.1.30	COG1045	Serine acetyltransferase
OOCDCFJO_00153	CDS	435	dps	1.16.-.-	COG0783	DNA protection during starvation protein
OOCDCFJO_00154	tRNA	91				tRNA-Ser(gct)
OOCDCFJO_00155	CDS	750				hypothetical protein
OOCDCFJO_00156	CDS	1260	mntH		COG1914	Divalent metal cation transporter MntH
OOCDCFJO_00157	CDS	603				hypothetical protein
OOCDCFJO_00158	CDS	747				hypothetical protein
OOCDCFJO_00159	CDS	1119		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
OOCDCFJO_00160	CDS	1095	haeIIIM_1	2.1.1.37		Modification methylase HaeIII
OOCDCFJO_00161	CDS	1245	haeIIIM_2	2.1.1.37		Modification methylase HaeIII
OOCDCFJO_00162	CDS	1038				hypothetical protein
OOCDCFJO_00163	CDS	2067	fusA_1		COG0480	Elongation factor G
OOCDCFJO_00164	CDS	477	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
OOCDCFJO_00165	CDS	945	yicL		COG0697	putative inner membrane transporter YicL
OOCDCFJO_00166	CDS	1296	iaaH	3.5.1.-		Indole-3-acetyl-aspartic acid hydrolase
OOCDCFJO_00167	CDS	1245		3.-.-.-	COG0624	putative hydrolase
OOCDCFJO_00168	CDS	1254	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OOCDCFJO_00169	CDS	885	yofA_1		COG0583	HTH-type transcriptional regulator YofA
OOCDCFJO_00170	CDS	2298	dmdA_2	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
OOCDCFJO_00171	CDS	1140	mii	5.3.3.6		3-methylitaconate isomerase
OOCDCFJO_00172	CDS	1422	ybhI_1		COG0471	Inner membrane protein YbhI
OOCDCFJO_00173	CDS	1179	ynfM			Inner membrane transport protein YnfM
OOCDCFJO_00174	CDS	2214				hypothetical protein
OOCDCFJO_00175	CDS	1470	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
OOCDCFJO_00176	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
OOCDCFJO_00177	CDS	1011	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
OOCDCFJO_00178	CDS	1473	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
OOCDCFJO_00179	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
OOCDCFJO_00180	CDS	792	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
OOCDCFJO_00181	CDS	291				hypothetical protein
OOCDCFJO_00182	CDS	888	yhaH_1		COG3152	Inner membrane protein YhaH
OOCDCFJO_00183	CDS	570	yhaH_2		COG3152	Inner membrane protein YhaH
OOCDCFJO_00184	CDS	636	yhaH_3		COG3152	Inner membrane protein YhaH
OOCDCFJO_00185	CDS	525	yhaI_1		COG3152	Inner membrane protein YhaI
OOCDCFJO_00186	CDS	2835	ileS	6.1.1.5		Isoleucine--tRNA ligase
OOCDCFJO_00187	CDS	2373				hypothetical protein
OOCDCFJO_00188	CDS	783	glnH_1		COG0834	Glutamine-binding periplasmic protein
OOCDCFJO_00189	CDS	1182	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
OOCDCFJO_00190	CDS	1152	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
OOCDCFJO_00191	CDS	198			COG1145	Ferredoxin
OOCDCFJO_00192	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
OOCDCFJO_00193	CDS	2514	rgy	5.99.1.3		Reverse gyrase
OOCDCFJO_00194	CDS	324				hypothetical protein
OOCDCFJO_00195	CDS	303				hypothetical protein
OOCDCFJO_00196	CDS	831	ycgJ	2.1.1.-		putative methyltransferase YcgJ
OOCDCFJO_00197	CDS	444				hypothetical protein
OOCDCFJO_00198	CDS	489				hypothetical protein
OOCDCFJO_00199	CDS	1173			COG0614	putative protein
OOCDCFJO_00200	CDS	1173			COG0614	putative protein
OOCDCFJO_00201	CDS	1050	hmuU_3		COG0609	Hemin transport system permease protein HmuU
OOCDCFJO_00202	CDS	780	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
OOCDCFJO_00203	CDS	1101	mntB_1			Manganese transport system membrane protein MntB
OOCDCFJO_00204	CDS	966	mntB_2			Manganese transport system membrane protein MntB
OOCDCFJO_00205	CDS	732	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
OOCDCFJO_00206	CDS	942	troA		COG0803	Periplasmic zinc-binding protein TroA
OOCDCFJO_00207	CDS	96				hypothetical protein
OOCDCFJO_00208	CDS	378				hypothetical protein
OOCDCFJO_00209	CDS	348				hypothetical protein
OOCDCFJO_00210	CDS	1617				hypothetical protein
OOCDCFJO_00211	CDS	1629				hypothetical protein
OOCDCFJO_00212	CDS	906	oxyR			Hydrogen peroxide-inducible genes activator
OOCDCFJO_00213	CDS	2136	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
OOCDCFJO_00214	CDS	786				hypothetical protein
OOCDCFJO_00215	CDS	600				hypothetical protein
OOCDCFJO_00216	CDS	363				hypothetical protein
OOCDCFJO_00217	CDS	1029	bioB	2.8.1.6		Biotin synthase
OOCDCFJO_00218	CDS	1272	yhaO		COG0420	putative metallophosphoesterase YhaO
OOCDCFJO_00219	CDS	2895	yhaN		COG4717	putative protein YhaN
OOCDCFJO_00220	CDS	1062	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OOCDCFJO_00221	CDS	900	hemH	4.99.1.1	COG0276	Ferrochelatase
OOCDCFJO_00222	CDS	1617	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
OOCDCFJO_00223	CDS	732		1.11.1.-		Putative heme-dependent peroxidase
OOCDCFJO_00224	CDS	1338	narK		COG2223	Nitrate/nitrite transporter NarK
OOCDCFJO_00225	CDS	687	fnr		COG0664	Anaerobic regulatory protein
OOCDCFJO_00226	CDS	3675	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
OOCDCFJO_00227	CDS	1428	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
OOCDCFJO_00228	CDS	525	narX_1	1.7.99.4		Nitrate reductase-like protein NarX
OOCDCFJO_00229	CDS	672	narX_2	1.7.99.4		Nitrate reductase-like protein NarX
OOCDCFJO_00230	CDS	603				hypothetical protein
OOCDCFJO_00231	CDS	1272	slpA			S-layer protein SlpA
OOCDCFJO_00232	CDS	606				hypothetical protein
OOCDCFJO_00233	CDS	1197	yfmO			Multidrug efflux protein YfmO
OOCDCFJO_00234	CDS	885	cynR_1			HTH-type transcriptional regulator CynR
OOCDCFJO_00235	CDS	615	argO		COG1279	Arginine exporter protein ArgO
OOCDCFJO_00236	CDS	1041				hypothetical protein
OOCDCFJO_00237	CDS	546	mtcA1_1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
OOCDCFJO_00238	CDS	753	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OOCDCFJO_00239	CDS	1389	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
OOCDCFJO_00240	CDS	1341	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
OOCDCFJO_00241	CDS	411	zur		COG0735	Zinc-specific metallo-regulatory protein
OOCDCFJO_00242	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
OOCDCFJO_00243	CDS	816	znuC_2	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
OOCDCFJO_00244	CDS	915	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
OOCDCFJO_00245	CDS	672				hypothetical protein
OOCDCFJO_00246	CDS	684				hypothetical protein
OOCDCFJO_00247	CDS	630				hypothetical protein
OOCDCFJO_00248	CDS	912	fliU			Flagellar biosynthetic protein FliU
OOCDCFJO_00249	CDS	564				hypothetical protein
OOCDCFJO_00250	CDS	621				hypothetical protein
OOCDCFJO_00251	CDS	279				hypothetical protein
OOCDCFJO_00252	CDS	1113	alr	5.1.1.1		Alanine racemase
OOCDCFJO_00253	CDS	951		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
OOCDCFJO_00254	CDS	564				hypothetical protein
OOCDCFJO_00255	CDS	1896	ctpV	3.6.3.54	COG2217	putative copper-exporting P-type ATPase V
OOCDCFJO_00256	CDS	777	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
OOCDCFJO_00257	CDS	237	pflB_1	2.3.1.54	COG1882	Formate acetyltransferase
OOCDCFJO_00258	CDS	2118	pflB_2	2.3.1.54	COG1882	Formate acetyltransferase
OOCDCFJO_00259	CDS	873				hypothetical protein
OOCDCFJO_00260	CDS	867				hypothetical protein
OOCDCFJO_00261	CDS	1023	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
OOCDCFJO_00262	CDS	672	metP		COG2011	Methionine import system permease protein MetP
OOCDCFJO_00263	CDS	825	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
OOCDCFJO_00264	CDS	1824			COG1132	putative ABC transporter ATP-binding protein
OOCDCFJO_00265	CDS	1866			COG1132	putative ABC transporter ATP-binding protein
OOCDCFJO_00266	CDS	1467	ttdT		COG0471	L-tartrate/succinate antiporter
OOCDCFJO_00267	CDS	405				hypothetical protein
OOCDCFJO_00268	CDS	504				hypothetical protein
OOCDCFJO_00269	CDS	1134	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
OOCDCFJO_00270	CDS	1185	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
OOCDCFJO_00271	CDS	960	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
OOCDCFJO_00272	CDS	1272		4.4.1.11	COG0626	L-methionine gamma-lyase
OOCDCFJO_00273	CDS	588				hypothetical protein
OOCDCFJO_00274	CDS	567	bioY_1		COG1268	Biotin transporter BioY
OOCDCFJO_00275	CDS	765				hypothetical protein
OOCDCFJO_00276	CDS	1536			COG0701	Putative two-component membrane permease complex subunit SMU_747c
OOCDCFJO_00277	CDS	870	yciC		COG0523	Putative metal chaperone YciC
OOCDCFJO_00278	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
OOCDCFJO_00279	CDS	1452	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
OOCDCFJO_00280	CDS	768	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
OOCDCFJO_00281	CDS	978	ansB	3.5.1.1		L-asparaginase
OOCDCFJO_00282	CDS	777				hypothetical protein
OOCDCFJO_00283	CDS	930	mscS		COG0668	Small-conductance mechanosensitive channel
OOCDCFJO_00284	CDS	858	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
OOCDCFJO_00285	CDS	534	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
OOCDCFJO_00286	CDS	717	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
OOCDCFJO_00287	CDS	783	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
OOCDCFJO_00288	CDS	453	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
OOCDCFJO_00289	CDS	2298	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
OOCDCFJO_00290	CDS	759				hypothetical protein
OOCDCFJO_00291	CDS	723	pucB		COG2068	Purine catabolism protein PucB
OOCDCFJO_00292	CDS	813				hypothetical protein
OOCDCFJO_00293	CDS	729	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
OOCDCFJO_00294	CDS	315				hypothetical protein
OOCDCFJO_00295	CDS	813	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
OOCDCFJO_00296	CDS	927	cdaR		COG4856	CdaA regulatory protein CdaR
OOCDCFJO_00297	CDS	1599	dadA	1.4.99.-		D-amino acid dehydrogenase
OOCDCFJO_00298	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OOCDCFJO_00299	CDS	180				hypothetical protein
OOCDCFJO_00300	CDS	444				hypothetical protein
OOCDCFJO_00301	CDS	1092	hesA1		COG0476	Protein HesA, heterocyst
OOCDCFJO_00302	CDS	1104	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
OOCDCFJO_00303	CDS	2322	uvrA_1			UvrABC system protein A
OOCDCFJO_00304	CDS	228				hypothetical protein
OOCDCFJO_00305	CDS	1521				hypothetical protein
OOCDCFJO_00306	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OOCDCFJO_00307	CDS	987	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
OOCDCFJO_00308	CDS	477				hypothetical protein
OOCDCFJO_00309	CDS	813	glnH_2		COG0834	Glutamine-binding periplasmic protein
OOCDCFJO_00310	CDS	657	glnP_1		COG0765	Glutamine transport system permease protein GlnP
OOCDCFJO_00311	CDS	756	artM		COG1126	Arginine transport ATP-binding protein ArtM
OOCDCFJO_00312	CDS	1272				hypothetical protein
OOCDCFJO_00313	CDS	447				Putative universal stress protein
OOCDCFJO_00314	CDS	291	ziaR			Transcriptional repressor SmtB 
OOCDCFJO_00315	CDS	855				hypothetical protein
OOCDCFJO_00316	CDS	990				hypothetical protein
OOCDCFJO_00317	CDS	789	modA		COG0725	Molybdate-binding protein ModA
OOCDCFJO_00318	CDS	669	modB		COG4149	Molybdenum transport system permease protein ModB
OOCDCFJO_00319	CDS	630	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
OOCDCFJO_00320	CDS	1200				hypothetical protein
OOCDCFJO_00321	CDS	480				hypothetical protein
OOCDCFJO_00322	CDS	834	thiD_1	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
OOCDCFJO_00323	CDS	1518	thiE_1	2.5.1.3		Thiamine-phosphate synthase
OOCDCFJO_00324	CDS	546	rbr		COG1592	Rubrerythrin
OOCDCFJO_00325	CDS	204				hypothetical protein
OOCDCFJO_00326	CDS	1032	selD	2.7.9.3	COG0709	Selenide, water dikinase
OOCDCFJO_00327	CDS	600				hypothetical protein
OOCDCFJO_00328	CDS	258				hypothetical protein
OOCDCFJO_00329	CDS	708	yfkO	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YfkO
OOCDCFJO_00330	CDS	240				hypothetical protein
OOCDCFJO_00331	CDS	237				hypothetical protein
OOCDCFJO_00332	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
OOCDCFJO_00333	CDS	1173	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
OOCDCFJO_00334	CDS	972	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
OOCDCFJO_00335	CDS	2223	prn_2		COG3468	Pertactin autotransporter
OOCDCFJO_00336	CDS	2298		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
OOCDCFJO_00337	CDS	1230	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
OOCDCFJO_00338	CDS	1185	bcr_1			Bicyclomycin resistance protein
OOCDCFJO_00339	CDS	285	rpsF		COG0360	30S ribosomal protein S6
OOCDCFJO_00340	CDS	399	ssb		COG0629	Single-stranded DNA-binding protein
OOCDCFJO_00341	CDS	231	rpsR			30S ribosomal protein S18
OOCDCFJO_00342	CDS	687				hypothetical protein
OOCDCFJO_00343	CDS	660	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
