locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFDNPGNJ_00083	CDS	444				hypothetical protein
GFDNPGNJ_00084	CDS	309	copZ		COG2608	Copper chaperone CopZ
GFDNPGNJ_00085	CDS	243	tatAd			Sec-independent protein translocase protein TatAd
GFDNPGNJ_00086	CDS	756	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
GFDNPGNJ_00087	CDS	792	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
GFDNPGNJ_00088	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GFDNPGNJ_00089	CDS	441	rplM		COG0102	50S ribosomal protein L13
GFDNPGNJ_00090	CDS	588	rpsD		COG0522	30S ribosomal protein S4
GFDNPGNJ_00091	CDS	900	yofA		COG0583	HTH-type transcriptional regulator YofA
GFDNPGNJ_00092	CDS	324				hypothetical protein
GFDNPGNJ_00093	tRNA	76				tRNA-Val(tac)
GFDNPGNJ_00094	tRNA	75				tRNA-Glu(ttc)
GFDNPGNJ_00095	tRNA	76				tRNA-Asn(gtt)
GFDNPGNJ_00096	tRNA	75				tRNA-Gly(gcc)
GFDNPGNJ_00097	tRNA	76				tRNA-Val(tac)
GFDNPGNJ_00098	tRNA	75				tRNA-Glu(ttc)
GFDNPGNJ_00099	tRNA	76				tRNA-Lys(ttt)
GFDNPGNJ_00100	tRNA	76				tRNA-Asn(gtt)
GFDNPGNJ_00101	tRNA	75				tRNA-Gly(gcc)
GFDNPGNJ_00102	CDS	1119	cobT_1	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GFDNPGNJ_00103	CDS	1038	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GFDNPGNJ_00104	CDS	888	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
GFDNPGNJ_00105	CDS	1347	yeeO		COG0534	putative FMN/FAD exporter YeeO
GFDNPGNJ_00106	CDS	873	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
GFDNPGNJ_00107	CDS	1752	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
GFDNPGNJ_00108	CDS	786	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GFDNPGNJ_00109	CDS	804	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GFDNPGNJ_00110	CDS	861	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
GFDNPGNJ_00111	CDS	909	ecfA1_1	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA1
GFDNPGNJ_00112	CDS	336	rplQ			50S ribosomal protein L17
GFDNPGNJ_00113	CDS	1005	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GFDNPGNJ_00114	CDS	390	rpsK		COG0100	30S ribosomal protein S11
GFDNPGNJ_00115	CDS	369	rpsM		COG0099	30S ribosomal protein S13
GFDNPGNJ_00116	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
GFDNPGNJ_00117	CDS	219	infA		COG0361	Translation initiation factor IF-1
GFDNPGNJ_00118	CDS	771	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
GFDNPGNJ_00119	CDS	564	adk	2.7.4.3		Adenylate kinase
GFDNPGNJ_00120	CDS	1263	secY		COG0201	Protein translocase subunit SecY
GFDNPGNJ_00121	CDS	447	rplO			50S ribosomal protein L15
GFDNPGNJ_00122	CDS	180	rpmD		COG1841	50S ribosomal protein L30
GFDNPGNJ_00123	CDS	504	rpsE		COG0098	30S ribosomal protein S5
GFDNPGNJ_00124	CDS	363	rplR		COG0256	50S ribosomal protein L18
GFDNPGNJ_00125	CDS	546	rplF			50S ribosomal protein L6
GFDNPGNJ_00126	CDS	387	rpsH		COG0096	30S ribosomal protein S8
GFDNPGNJ_00127	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
GFDNPGNJ_00128	CDS	540	rplE		COG0094	50S ribosomal protein L5
GFDNPGNJ_00129	CDS	321	rplX		COG0198	50S ribosomal protein L24
GFDNPGNJ_00130	CDS	369	rplN		COG0093	50S ribosomal protein L14
GFDNPGNJ_00131	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
GFDNPGNJ_00132	CDS	204	rpmC		COG0255	50S ribosomal protein L29
GFDNPGNJ_00133	CDS	438	rplP		COG0197	50S ribosomal protein L16
GFDNPGNJ_00134	CDS	669	rpsC		COG0092	30S ribosomal protein S3
GFDNPGNJ_00135	CDS	336	rplV		COG0091	50S ribosomal protein L22
GFDNPGNJ_00136	CDS	282	rpsS		COG0185	30S ribosomal protein S19
GFDNPGNJ_00137	CDS	831	rplB		COG0090	50S ribosomal protein L2
GFDNPGNJ_00138	CDS	285	rplW		COG0089	50S ribosomal protein L23
GFDNPGNJ_00139	CDS	624	rplD			50S ribosomal protein L4
GFDNPGNJ_00140	CDS	642	rplC		COG0087	50S ribosomal protein L3
GFDNPGNJ_00141	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
GFDNPGNJ_00142	CDS	1188	tuf_1		COG0050	Elongation factor Tu
GFDNPGNJ_00143	CDS	2076	fusA_1		COG0480	Elongation factor G
GFDNPGNJ_00144	CDS	471	rpsG			30S ribosomal protein S7
GFDNPGNJ_00145	CDS	375	rpsL		COG0048	30S ribosomal protein S12
GFDNPGNJ_00146	CDS	246	rplGB		COG1358	Ribosome-associated protein L7Ae-like protein
GFDNPGNJ_00147	CDS	2022	betS			Glycine betaine/proline betaine transporter BetS
GFDNPGNJ_00148	CDS	4203	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
GFDNPGNJ_00149	CDS	4161	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
GFDNPGNJ_00150	CDS	1416	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
GFDNPGNJ_00151	CDS	1641	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
GFDNPGNJ_00152	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
GFDNPGNJ_00153	CDS	498	rplJ			50S ribosomal protein L10
GFDNPGNJ_00154	CDS	711	rplA			50S ribosomal protein L1
GFDNPGNJ_00155	CDS	426	rplK		COG0080	50S ribosomal protein L11
GFDNPGNJ_00156	CDS	537	nusG			Transcription termination/antitermination protein NusG
GFDNPGNJ_00157	CDS	222	secE		COG0690	Protein translocase subunit SecE
GFDNPGNJ_00158	CDS	150	rpmG1		COG0267	50S ribosomal protein L33 1
GFDNPGNJ_00159	CDS	2238	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
GFDNPGNJ_00160	CDS	1188	tuf_2		COG0050	Elongation factor Tu
GFDNPGNJ_00161	tRNA	77				tRNA-Met(cat)
GFDNPGNJ_00162	tRNA	76				tRNA-Thr(ggt)
GFDNPGNJ_00163	tRNA	76				tRNA-Met(cat)
GFDNPGNJ_00164	tRNA	85				tRNA-Tyr(gta)
GFDNPGNJ_00165	tRNA	76				tRNA-Thr(tgt)
GFDNPGNJ_00166	CDS	465				hypothetical protein
GFDNPGNJ_00167	CDS	1422				hypothetical protein
GFDNPGNJ_00168	CDS	654	hypB		COG0378	Hydrogenase maturation factor HypB
GFDNPGNJ_00169	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
GFDNPGNJ_00170	CDS	828	folD			Bifunctional protein FolD protein
GFDNPGNJ_00171	CDS	1968	spoVD		COG0768	Stage V sporulation protein D
GFDNPGNJ_00172	CDS	1416	cca	2.7.7.72		CCA-adding enzyme
GFDNPGNJ_00173	CDS	873	sdhA_1	4.3.1.17		L-serine dehydratase, alpha chain
GFDNPGNJ_00174	CDS	690	sdhB_1	4.3.1.17		L-serine dehydratase, beta chain
GFDNPGNJ_00175	CDS	1566	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GFDNPGNJ_00176	CDS	726	crp		COG0664	cAMP-activated global transcriptional regulator CRP
GFDNPGNJ_00177	CDS	1764				hypothetical protein
GFDNPGNJ_00178	CDS	552				hypothetical protein
GFDNPGNJ_00179	CDS	561	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
GFDNPGNJ_00180	CDS	843	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
GFDNPGNJ_00181	tRNA	76				tRNA-Asn(gtt)
GFDNPGNJ_00182	tRNA	75				tRNA-Glu(ttc)
GFDNPGNJ_00183	tRNA	76				tRNA-Val(tac)
GFDNPGNJ_00184	CDS	909				hypothetical protein
GFDNPGNJ_00185	CDS	408	atpC		COG0355	ATP synthase epsilon chain
GFDNPGNJ_00186	CDS	1425	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
GFDNPGNJ_00187	CDS	855	atpG		COG0224	ATP synthase gamma chain
GFDNPGNJ_00188	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
GFDNPGNJ_00189	CDS	552	atpH		COG0712	ATP synthase subunit delta
GFDNPGNJ_00190	CDS	498	atpF		COG0711	ATP synthase subunit b
GFDNPGNJ_00191	CDS	228	atpE			ATP synthase subunit c
GFDNPGNJ_00192	CDS	693	atpB			ATP synthase subunit a
GFDNPGNJ_00193	CDS	372				hypothetical protein
GFDNPGNJ_00194	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
GFDNPGNJ_00195	CDS	1152	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
GFDNPGNJ_00196	CDS	1359				hypothetical protein
GFDNPGNJ_00197	CDS	276				hypothetical protein
GFDNPGNJ_00198	CDS	1638	pgm	5.4.2.2	COG0033	Phosphoglucomutase
GFDNPGNJ_00199	CDS	945				hypothetical protein
GFDNPGNJ_00200	CDS	897	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GFDNPGNJ_00201	CDS	693	lutR		COG2186	HTH-type transcriptional regulator LutR
GFDNPGNJ_00202	CDS	1461	alsT		COG1115	Amino-acid carrier protein AlsT
GFDNPGNJ_00203	CDS	1257	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
GFDNPGNJ_00204	CDS	492				hypothetical protein
GFDNPGNJ_00205	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GFDNPGNJ_00206	CDS	756	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
GFDNPGNJ_00207	CDS	228				hypothetical protein
GFDNPGNJ_00208	CDS	819	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
GFDNPGNJ_00209	CDS	405	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
GFDNPGNJ_00210	CDS	2904	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
GFDNPGNJ_00211	CDS	930				hypothetical protein
GFDNPGNJ_00212	CDS	1554	nikA		COG0747	Nickel-binding periplasmic protein
GFDNPGNJ_00213	CDS	816	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
GFDNPGNJ_00214	CDS	798	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
GFDNPGNJ_00215	CDS	1569	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GFDNPGNJ_00216	CDS	822	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
GFDNPGNJ_00217	CDS	939	gsiC		COG0601	Glutathione transport system permease protein GsiC
GFDNPGNJ_00218	CDS	1332	potE_1		COG0531	Putrescine transporter PotE
GFDNPGNJ_00219	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
GFDNPGNJ_00220	CDS	1212	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GFDNPGNJ_00221	CDS	807	mrcA		COG5009	Penicillin-binding protein 1A
GFDNPGNJ_00222	CDS	279	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
GFDNPGNJ_00223	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
GFDNPGNJ_00224	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
GFDNPGNJ_00225	CDS	834	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GFDNPGNJ_00226	CDS	1224	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
GFDNPGNJ_00227	CDS	915	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
GFDNPGNJ_00228	CDS	1995	fruA		COG1299	PTS system fructose-specific EIIABC component
GFDNPGNJ_00229	CDS	3798	ssp5			Agglutinin receptor
GFDNPGNJ_00230	CDS	936	cysK_1	2.5.1.47	COG0031	Cysteine synthase
GFDNPGNJ_00231	CDS	450	cymR_1			HTH-type transcriptional regulator CymR
GFDNPGNJ_00232	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
GFDNPGNJ_00233	CDS	1611	pyrG	6.3.4.2		CTP synthase
GFDNPGNJ_00234	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
GFDNPGNJ_00235	CDS	459	ywiB		COG4506	putative beta-barrel protein YwiB
GFDNPGNJ_00236	CDS	294				hypothetical protein
GFDNPGNJ_00237	CDS	642	cypB	5.2.1.8		Peptidyl-prolyl cis-trans isomerase B
GFDNPGNJ_00238	CDS	909				hypothetical protein
GFDNPGNJ_00239	CDS	777				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
GFDNPGNJ_00240	CDS	237				hypothetical protein
GFDNPGNJ_00241	CDS	1074	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
GFDNPGNJ_00242	CDS	1338	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GFDNPGNJ_00243	CDS	2004	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
GFDNPGNJ_00244	CDS	1140	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
GFDNPGNJ_00245	CDS	1638	glcA		COG1620	Glycolate permease GlcA
GFDNPGNJ_00246	CDS	285				hypothetical protein
GFDNPGNJ_00247	CDS	1188	bcr_1			Bicyclomycin resistance protein
GFDNPGNJ_00248	CDS	4257	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
GFDNPGNJ_00249	CDS	834			COG1464	Membrane lipoprotein TpN32
GFDNPGNJ_00250	CDS	1314				hypothetical protein
GFDNPGNJ_00251	CDS	1038	cobT_3	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GFDNPGNJ_00252	CDS	1320	gltT			Proton/sodium-glutamate symport protein
GFDNPGNJ_00253	CDS	837				hypothetical protein
GFDNPGNJ_00254	CDS	831				hypothetical protein
GFDNPGNJ_00255	CDS	1173	dhaT	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
GFDNPGNJ_00256	CDS	1560				hypothetical protein
GFDNPGNJ_00257	CDS	2283	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
GFDNPGNJ_00258	CDS	1029	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
GFDNPGNJ_00259	CDS	459				hypothetical protein
GFDNPGNJ_00260	CDS	417		2.3.1.-		Acetyltransferase
GFDNPGNJ_00261	CDS	1014	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
GFDNPGNJ_00262	CDS	1053	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GFDNPGNJ_00263	CDS	1269	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GFDNPGNJ_00264	CDS	1095	aroC	4.2.3.5	COG0082	Chorismate synthase
GFDNPGNJ_00265	CDS	1140	pheA		COG0077	P-protein
GFDNPGNJ_00266	CDS	1236	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GFDNPGNJ_00267	CDS	606				hypothetical protein
GFDNPGNJ_00268	CDS	795	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
GFDNPGNJ_00269	CDS	1245	ymfD			Bacillibactin exporter
GFDNPGNJ_00270	CDS	420	cymR_2			HTH-type transcriptional regulator CymR
GFDNPGNJ_00271	CDS	1368	adeQ_1		COG2252	Adenine permease AdeQ
GFDNPGNJ_00272	CDS	1308				hypothetical protein
GFDNPGNJ_00273	CDS	762				hypothetical protein
GFDNPGNJ_00274	CDS	513				hypothetical protein
GFDNPGNJ_00275	CDS	390	hosA			Transcriptional regulator HosA
GFDNPGNJ_00276	CDS	408				hypothetical protein
GFDNPGNJ_00277	CDS	1443	cycA		COG1113	D-serine/D-alanine/glycine transporter
GFDNPGNJ_00278	CDS	573				hypothetical protein
GFDNPGNJ_00279	CDS	897				hypothetical protein
GFDNPGNJ_00280	CDS	1125	fieF		COG0053	Ferrous-iron efflux pump FieF
GFDNPGNJ_00281	CDS	1119	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GFDNPGNJ_00282	CDS	2589	pcrA_1	3.6.4.12		ATP-dependent DNA helicase PcrA
GFDNPGNJ_00283	CDS	252				hypothetical protein
GFDNPGNJ_00284	CDS	597	recR		COG0353	Recombination protein RecR
GFDNPGNJ_00285	CDS	330			COG0718	Nucleoid-associated protein
GFDNPGNJ_00286	CDS	2706	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
GFDNPGNJ_00287	CDS	315				hypothetical protein
GFDNPGNJ_00288	CDS	540	socA			Antitoxin SocA
GFDNPGNJ_00289	CDS	4584	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
GFDNPGNJ_00290	CDS	870	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GFDNPGNJ_00291	CDS	1194				hypothetical protein
GFDNPGNJ_00292	CDS	894				hypothetical protein
GFDNPGNJ_00293	CDS	1116	mdtA			Multidrug resistance protein MdtA
GFDNPGNJ_00294	CDS	852		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
GFDNPGNJ_00295	CDS	339				hypothetical protein
GFDNPGNJ_00296	CDS	666	ygaZ		COG1296	Inner membrane protein YgaZ
GFDNPGNJ_00297	CDS	1167	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
GFDNPGNJ_00298	CDS	234				hypothetical protein
GFDNPGNJ_00299	CDS	525				hypothetical protein
GFDNPGNJ_00300	CDS	576				hypothetical protein
GFDNPGNJ_00301	CDS	393				hypothetical protein
GFDNPGNJ_00302	CDS	552				hypothetical protein
GFDNPGNJ_00303	CDS	942				hypothetical protein
GFDNPGNJ_00304	CDS	327				hypothetical protein
GFDNPGNJ_00305	CDS	1017				hypothetical protein
GFDNPGNJ_00306	CDS	306				hypothetical protein
GFDNPGNJ_00307	CDS	3951				hypothetical protein
GFDNPGNJ_00308	CDS	327				hypothetical protein
GFDNPGNJ_00309	CDS	606				hypothetical protein
GFDNPGNJ_00310	CDS	3195				hypothetical protein
GFDNPGNJ_00311	CDS	186				hypothetical protein
GFDNPGNJ_00312	CDS	279				hypothetical protein
GFDNPGNJ_00313	CDS	963				hypothetical protein
GFDNPGNJ_00314	CDS	474				hypothetical protein
GFDNPGNJ_00315	CDS	681				hypothetical protein
GFDNPGNJ_00316	CDS	306				hypothetical protein
GFDNPGNJ_00317	CDS	339				hypothetical protein
GFDNPGNJ_00318	CDS	1890				hypothetical protein
GFDNPGNJ_00319	CDS	1482				hypothetical protein
GFDNPGNJ_00320	CDS	207				hypothetical protein
GFDNPGNJ_00321	CDS	1644				hypothetical protein
GFDNPGNJ_00322	CDS	537				hypothetical protein
GFDNPGNJ_00323	CDS	387				hypothetical protein
GFDNPGNJ_00324	CDS	255				hypothetical protein
GFDNPGNJ_00325	CDS	525				hypothetical protein
GFDNPGNJ_00326	CDS	1383	rapA	3.6.4.-		RNA polymerase-associated protein RapA
GFDNPGNJ_00327	CDS	297				hypothetical protein
GFDNPGNJ_00328	CDS	2475				hypothetical protein
GFDNPGNJ_00329	CDS	1965	polA_1	2.7.7.7		DNA polymerase I, thermostable
GFDNPGNJ_00330	CDS	720				hypothetical protein
GFDNPGNJ_00331	CDS	1185				hypothetical protein
GFDNPGNJ_00332	CDS	570				hypothetical protein
GFDNPGNJ_00333	CDS	966	mboIIM	2.1.1.72		Modification methylase MboII
GFDNPGNJ_00334	CDS	483				hypothetical protein
GFDNPGNJ_00335	CDS	1374				hypothetical protein
GFDNPGNJ_00336	CDS	456				hypothetical protein
GFDNPGNJ_00337	CDS	507				hypothetical protein
GFDNPGNJ_00338	CDS	234				hypothetical protein
GFDNPGNJ_00339	CDS	240				hypothetical protein
GFDNPGNJ_00340	CDS	330				hypothetical protein
GFDNPGNJ_00341	CDS	207				hypothetical protein
GFDNPGNJ_00342	CDS	648	lexA_1	3.4.21.88		LexA repressor
GFDNPGNJ_00343	CDS	633				hypothetical protein
GFDNPGNJ_00344	CDS	1083	xerC			Tyrosine recombinase XerC
GFDNPGNJ_00345	CDS	819	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
