locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAEGBGHB_00044	CDS	2175	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
KAEGBGHB_00045	CDS	528				hypothetical protein
KAEGBGHB_00046	CDS	324				hypothetical protein
KAEGBGHB_00047	CDS	1353	ffh		COG0541	Signal recognition particle protein
KAEGBGHB_00048	CDS	264	rpsP		COG0228	30S ribosomal protein S16
KAEGBGHB_00049	CDS	228				hypothetical protein
KAEGBGHB_00050	CDS	408				hypothetical protein
KAEGBGHB_00051	CDS	498	rimM			Ribosome maturation factor RimM
KAEGBGHB_00052	CDS	816	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
KAEGBGHB_00053	CDS	1047				hypothetical protein
KAEGBGHB_00054	CDS	573				hypothetical protein
KAEGBGHB_00055	CDS	1308	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
KAEGBGHB_00056	CDS	1071				hypothetical protein
KAEGBGHB_00057	CDS	432				hypothetical protein
KAEGBGHB_00058	CDS	561				hypothetical protein
KAEGBGHB_00059	CDS	573			COG4752	putative protein
KAEGBGHB_00060	CDS	738	pmpR		COG0217	Transcriptional regulatory protein PmpR
KAEGBGHB_00061	CDS	498	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
KAEGBGHB_00062	CDS	609	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
KAEGBGHB_00063	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
KAEGBGHB_00064	CDS	1596			COG2385	putative protein
KAEGBGHB_00065	CDS	1026	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KAEGBGHB_00066	CDS	1116	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
KAEGBGHB_00067	CDS	291	yajC		COG1862	Sec translocon accessory complex subunit YajC
KAEGBGHB_00068	CDS	567	yqgN		COG0212	putative protein YqgN
KAEGBGHB_00069	CDS	1275	secDF		COG0341	Protein translocase subunit SecDF
KAEGBGHB_00070	CDS	891	secF		COG0341	Protein translocase subunit SecF
KAEGBGHB_00071	CDS	1176	yhhS_1			putative MFS-type transporter YhhS
KAEGBGHB_00072	rRNA	1560				16S ribosomal RNA
KAEGBGHB_00073	rRNA	2922				23S ribosomal RNA
KAEGBGHB_00074	rRNA	110				5S ribosomal RNA
KAEGBGHB_00075	CDS	216				hypothetical protein
KAEGBGHB_00076	CDS	423				Insertion sequence IS5376 putative ATP-binding protein
KAEGBGHB_00077	CDS	330				Insertion sequence IS5376 putative ATP-binding protein
KAEGBGHB_00078	CDS	2232	omp-alpha			Outer membrane protein alpha
KAEGBGHB_00079	CDS	1281	btaE_1			Autotransporter adhesin BtaE
KAEGBGHB_00080	CDS	603				hypothetical protein
KAEGBGHB_00081	CDS	732				hypothetical protein
KAEGBGHB_00082	CDS	1026				hypothetical protein
KAEGBGHB_00083	CDS	1146		3.2.1.52		Beta-hexosaminidase A
KAEGBGHB_00084	CDS	645				hypothetical protein
KAEGBGHB_00085	CDS	102				hypothetical protein
KAEGBGHB_00086	CDS	1377	slpA			S-layer protein SlpA
KAEGBGHB_00087	CDS	2163	prn_1		COG3468	Pertactin autotransporter
KAEGBGHB_00088	CDS	102				hypothetical protein
KAEGBGHB_00089	CDS	1209				hypothetical protein
KAEGBGHB_00090	CDS	1329				putative protein
KAEGBGHB_00091	CDS	1320				putative protein
KAEGBGHB_00092	CDS	684				hypothetical protein
KAEGBGHB_00093	CDS	1347				hypothetical protein
KAEGBGHB_00094	CDS	618	cmpC_1	3.6.3.-	COG0715	Bicarbonate transport ATP-binding protein CmpC
KAEGBGHB_00095	CDS	447				hypothetical protein
KAEGBGHB_00096	CDS	1038				hypothetical protein
KAEGBGHB_00097	CDS	495	linA			Lincosamide resistance protein
KAEGBGHB_00098	CDS	909				hypothetical protein
KAEGBGHB_00099	CDS	1665			COG0500	putative protein RP789
KAEGBGHB_00100	CDS	10050	upaG_1			Autotransporter adhesin UpaG
KAEGBGHB_00101	CDS	807				hypothetical protein
KAEGBGHB_00102	CDS	11532	upaG_2			Autotransporter adhesin UpaG
KAEGBGHB_00103	CDS	801				hypothetical protein
KAEGBGHB_00104	rRNA	1560				16S ribosomal RNA
KAEGBGHB_00105	rRNA	2922				23S ribosomal RNA
KAEGBGHB_00106	rRNA	110				5S ribosomal RNA
KAEGBGHB_00107	CDS	891		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
KAEGBGHB_00108	CDS	363				hypothetical protein
KAEGBGHB_00109	CDS	1134	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
KAEGBGHB_00110	CDS	1062				hypothetical protein
KAEGBGHB_00111	CDS	951				hypothetical protein
KAEGBGHB_00112	CDS	612	exbB_1		COG0811	Biopolymer transport protein ExbB
KAEGBGHB_00113	CDS	405				hypothetical protein
KAEGBGHB_00114	CDS	744				hypothetical protein
KAEGBGHB_00115	CDS	2412	cirA_1		COG4771	Colicin I receptor
KAEGBGHB_00116	CDS	1023	fatB			Ferric-anguibactin-binding protein FatB
KAEGBGHB_00117	CDS	1047	hmuU_1		COG0609	Hemin transport system permease protein HmuU
KAEGBGHB_00118	CDS	762	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
KAEGBGHB_00119	CDS	1941	cirA_2		COG4771	Colicin I receptor
KAEGBGHB_00120	CDS	1986	cirA_3		COG4771	Colicin I receptor
KAEGBGHB_00121	CDS	954	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
KAEGBGHB_00122	CDS	1038	hmuU_2		COG0609	Hemin transport system permease protein HmuU
KAEGBGHB_00123	CDS	846	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
KAEGBGHB_00124	CDS	930	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
KAEGBGHB_00125	CDS	2052			COG1239	putative protein
KAEGBGHB_00126	CDS	3624	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
KAEGBGHB_00127	CDS	912				hypothetical protein
KAEGBGHB_00128	CDS	1860	btuB		COG4206	Vitamin B12 transporter BtuB
KAEGBGHB_00129	CDS	1317	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
KAEGBGHB_00130	CDS	462				hypothetical protein
KAEGBGHB_00131	CDS	465				hypothetical protein
KAEGBGHB_00132	CDS	1308		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
KAEGBGHB_00133	CDS	279	fixX		COG2440	Ferredoxin-like protein FixX
KAEGBGHB_00134	CDS	1005	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
KAEGBGHB_00135	CDS	996	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
KAEGBGHB_00136	CDS	741				hypothetical protein
KAEGBGHB_00137	CDS	759	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KAEGBGHB_00138	CDS	600				hypothetical protein
KAEGBGHB_00139	CDS	585				hypothetical protein
KAEGBGHB_00140	CDS	1068	nikB		COG0601	Nickel transport system permease protein NikB
KAEGBGHB_00141	CDS	810	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
KAEGBGHB_00142	CDS	1515	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
KAEGBGHB_00143	CDS	768	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
KAEGBGHB_00144	CDS	741	nikE	3.6.3.24		Nickel import ATP-binding protein NikE
KAEGBGHB_00145	CDS	993				hypothetical protein
KAEGBGHB_00146	CDS	348				hypothetical protein
KAEGBGHB_00147	CDS	429				hypothetical protein
KAEGBGHB_00148	CDS	642				hypothetical protein
KAEGBGHB_00149	CDS	408				hypothetical protein
KAEGBGHB_00150	CDS	1539	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
KAEGBGHB_00151	CDS	1260	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
KAEGBGHB_00152	CDS	492	DmdB	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
KAEGBGHB_00153	CDS	1071	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
KAEGBGHB_00154	CDS	330	qacC			Quaternary ammonium compound-resistance protein QacC
KAEGBGHB_00155	CDS	540	niaX			Niacin transporter NiaX
KAEGBGHB_00156	CDS	1188	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
KAEGBGHB_00157	CDS	1278				hypothetical protein
KAEGBGHB_00158	CDS	927				hypothetical protein
KAEGBGHB_00159	CDS	2835	ileS	6.1.1.5		Isoleucine--tRNA ligase
KAEGBGHB_00160	CDS	1143				hypothetical protein
KAEGBGHB_00161	CDS	1131				hypothetical protein
KAEGBGHB_00162	CDS	1257				hypothetical protein
KAEGBGHB_00163	CDS	1116				hypothetical protein
KAEGBGHB_00164	CDS	2370				hypothetical protein
KAEGBGHB_00165	CDS	783	glnH_1		COG0834	Glutamine-binding periplasmic protein
KAEGBGHB_00166	CDS	1182	abgB_1	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
KAEGBGHB_00167	CDS	327				hypothetical protein
KAEGBGHB_00168	CDS	945	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
KAEGBGHB_00169	CDS	204			COG1145	Ferredoxin
KAEGBGHB_00170	CDS	1536	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
KAEGBGHB_00171	CDS	834	dpnM	2.1.1.72		Modification methylase DpnIIA
KAEGBGHB_00172	CDS	1305				hypothetical protein
KAEGBGHB_00173	CDS	726	dpnA	2.1.1.72		Modification methylase DpnIIB
KAEGBGHB_00174	CDS	606				hypothetical protein
KAEGBGHB_00175	CDS	1062				hypothetical protein
KAEGBGHB_00176	CDS	438				hypothetical protein
KAEGBGHB_00177	CDS	300				hypothetical protein
KAEGBGHB_00178	CDS	264				hypothetical protein
KAEGBGHB_00179	CDS	405				hypothetical protein
KAEGBGHB_00180	CDS	483				hypothetical protein
KAEGBGHB_00181	CDS	1101	mntB_1			Manganese transport system membrane protein MntB
KAEGBGHB_00182	CDS	966	mntB_2			Manganese transport system membrane protein MntB
KAEGBGHB_00183	CDS	732	znuC_1	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
KAEGBGHB_00184	CDS	942	troA		COG0803	Periplasmic zinc-binding protein TroA
KAEGBGHB_00185	CDS	96				hypothetical protein
KAEGBGHB_00186	CDS	483				hypothetical protein
KAEGBGHB_00187	CDS	351				hypothetical protein
KAEGBGHB_00188	CDS	204				hypothetical protein
KAEGBGHB_00189	CDS	1050				hypothetical protein
KAEGBGHB_00190	CDS	1629				hypothetical protein
KAEGBGHB_00191	CDS	2205	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
KAEGBGHB_00192	CDS	786				hypothetical protein
KAEGBGHB_00193	CDS	600				hypothetical protein
KAEGBGHB_00194	CDS	1338	narK		COG2223	Nitrate/nitrite transporter NarK
KAEGBGHB_00195	CDS	702	fnr		COG0664	Anaerobic regulatory protein
KAEGBGHB_00196	CDS	3675	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
KAEGBGHB_00197	CDS	1428	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
KAEGBGHB_00198	CDS	525	narX_1	1.7.99.4		Nitrate reductase-like protein NarX
KAEGBGHB_00199	CDS	672	narX_2	1.7.99.4		Nitrate reductase-like protein NarX
KAEGBGHB_00200	CDS	612				hypothetical protein
KAEGBGHB_00201	CDS	534				putative protein
KAEGBGHB_00202	CDS	357				hypothetical protein
KAEGBGHB_00203	CDS	1194	yfmO			Multidrug efflux protein YfmO
KAEGBGHB_00204	CDS	888	cmpR			HTH-type transcriptional activator CmpR
KAEGBGHB_00205	CDS	612	argO		COG1279	Arginine exporter protein ArgO
KAEGBGHB_00206	CDS	1044				hypothetical protein
KAEGBGHB_00207	CDS	546	mtcA1_1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
KAEGBGHB_00208	CDS	753	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
KAEGBGHB_00209	CDS	1389	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
KAEGBGHB_00210	CDS	1341	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
KAEGBGHB_00211	CDS	297				hypothetical protein
KAEGBGHB_00212	CDS	405	fur_1		COG0735	Ferric uptake regulation protein
KAEGBGHB_00213	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
KAEGBGHB_00214	CDS	762	znuC_2	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
KAEGBGHB_00215	CDS	906	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
KAEGBGHB_00216	CDS	669				hypothetical protein
KAEGBGHB_00217	CDS	918	fliU			Flagellar biosynthetic protein FliU
KAEGBGHB_00218	CDS	570				hypothetical protein
KAEGBGHB_00219	tRNA	76				tRNA-Thr(cgt)
KAEGBGHB_00220	CDS	618				hypothetical protein
KAEGBGHB_00221	CDS	579				hypothetical protein
KAEGBGHB_00222	CDS	1113	alr	5.1.1.1		Alanine racemase
KAEGBGHB_00223	CDS	951	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
KAEGBGHB_00224	CDS	786	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
KAEGBGHB_00225	CDS	240	pflB_1	2.3.1.54	COG1882	Formate acetyltransferase
KAEGBGHB_00226	CDS	2118	pflB_2	2.3.1.54	COG1882	Formate acetyltransferase
KAEGBGHB_00227	CDS	867				hypothetical protein
KAEGBGHB_00228	CDS	768				hypothetical protein
KAEGBGHB_00229	CDS	1023	metN2_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
KAEGBGHB_00230	CDS	672	metP		COG2011	Methionine import system permease protein MetP
KAEGBGHB_00231	CDS	825	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
KAEGBGHB_00232	CDS	1467	ttdT		COG0471	L-tartrate/succinate antiporter
KAEGBGHB_00233	CDS	405				hypothetical protein
KAEGBGHB_00234	CDS	501				hypothetical protein
KAEGBGHB_00235	CDS	276				hypothetical protein
KAEGBGHB_00236	CDS	2010	ehaG_1		COG5295	Autotransporter adhesin EhaG
KAEGBGHB_00237	CDS	486	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
KAEGBGHB_00238	CDS	750				hypothetical protein
KAEGBGHB_00239	CDS	930				hypothetical protein
KAEGBGHB_00240	CDS	654	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
KAEGBGHB_00241	CDS	1329				putative protein
KAEGBGHB_00242	CDS	903	rbsB		COG1879	Ribose import binding protein RbsB
KAEGBGHB_00243	CDS	936	rbsC		COG1172	Ribose import permease protein RbsC
KAEGBGHB_00244	CDS	1482	rbsA	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
KAEGBGHB_00245	CDS	414	rbsD	5.4.99.62	COG1869	D-ribose pyranase
KAEGBGHB_00246	CDS	885	rbsK	2.7.1.15	COG0524	Ribokinase
KAEGBGHB_00247	CDS	657				hypothetical protein
KAEGBGHB_00248	CDS	510				hypothetical protein
KAEGBGHB_00249	CDS	1575	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
KAEGBGHB_00250	CDS	810	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KAEGBGHB_00251	CDS	669	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KAEGBGHB_00252	CDS	342				hypothetical protein
KAEGBGHB_00253	CDS	462				hypothetical protein
KAEGBGHB_00254	CDS	501		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
KAEGBGHB_00255	CDS	867	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
KAEGBGHB_00256	CDS	1605	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
KAEGBGHB_00257	CDS	1278	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
KAEGBGHB_00258	CDS	600	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
KAEGBGHB_00259	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
KAEGBGHB_00260	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
KAEGBGHB_00261	CDS	315	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
KAEGBGHB_00262	CDS	330	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
KAEGBGHB_00263	CDS	1083	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
KAEGBGHB_00264	CDS	612	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
KAEGBGHB_00265	CDS	1833	cstA		COG1966	Peptide transporter CstA
KAEGBGHB_00266	CDS	1275	nrgA			Ammonium transporter
KAEGBGHB_00267	CDS	363	glnB		COG0347	Nitrogen regulatory protein P-II
KAEGBGHB_00268	CDS	1623				hypothetical protein
KAEGBGHB_00269	CDS	354				hypothetical protein
KAEGBGHB_00270	CDS	714				hypothetical protein
KAEGBGHB_00271	CDS	96				hypothetical protein
KAEGBGHB_00272	CDS	342				hypothetical protein
KAEGBGHB_00273	CDS	246				hypothetical protein
KAEGBGHB_00274	CDS	402				hypothetical protein
KAEGBGHB_00275	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
KAEGBGHB_00276	CDS	804				hypothetical protein
KAEGBGHB_00277	CDS	612	cysE	2.3.1.30	COG1045	Serine acetyltransferase
KAEGBGHB_00278	CDS	435	tpf1		COG0783	Antigen TpF1
KAEGBGHB_00279	tRNA	91				tRNA-Ser(gct)
KAEGBGHB_00280	CDS	735				hypothetical protein
KAEGBGHB_00281	CDS	1260	mntH		COG1914	Divalent metal cation transporter MntH
KAEGBGHB_00282	CDS	612				hypothetical protein
KAEGBGHB_00283	CDS	726				hypothetical protein
KAEGBGHB_00284	CDS	1119		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
KAEGBGHB_00285	CDS	666				hypothetical protein
KAEGBGHB_00286	CDS	2067	fusA_1		COG0480	Elongation factor G
KAEGBGHB_00287	CDS	477	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
KAEGBGHB_00288	CDS	906	yicL_1		COG0697	putative inner membrane transporter YicL
KAEGBGHB_00289	CDS	942	yicL_2		COG0697	putative inner membrane transporter YicL
KAEGBGHB_00290	CDS	612	fic_1	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
KAEGBGHB_00291	CDS	189				hypothetical protein
KAEGBGHB_00292	CDS	1245		3.-.-.-	COG0624	putative hydrolase
KAEGBGHB_00293	CDS	1179	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
KAEGBGHB_00294	CDS	225				hypothetical protein
KAEGBGHB_00295	CDS	264	relG	3.1.-.-	COG2026	Toxin RelG
KAEGBGHB_00296	CDS	1470	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
KAEGBGHB_00297	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
KAEGBGHB_00298	CDS	1011	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
KAEGBGHB_00299	CDS	1452	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
KAEGBGHB_00300	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
KAEGBGHB_00301	CDS	792	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
KAEGBGHB_00302	CDS	984	yhaI_1		COG3152	Inner membrane protein YhaI
KAEGBGHB_00303	CDS	576	yhaI_2		COG3152	Inner membrane protein YhaI
KAEGBGHB_00304	CDS	627	yhaI_3		COG3152	Inner membrane protein YhaI
KAEGBGHB_00305	CDS	1134	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
KAEGBGHB_00306	CDS	1185	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
KAEGBGHB_00307	CDS	960	metAA	2.3.1.31		Homoserine O-acetyltransferase
KAEGBGHB_00308	CDS	1311		4.4.1.11	COG0626	L-methionine gamma-lyase
KAEGBGHB_00309	CDS	594				hypothetical protein
KAEGBGHB_00310	CDS	558	bioY_1		COG1268	Biotin transporter BioY
KAEGBGHB_00311	CDS	774				hypothetical protein
KAEGBGHB_00312	CDS	1527			COG0701	Putative two-component membrane permease complex subunit SMU_747c
KAEGBGHB_00313	CDS	966	yjiA		COG0523	putative GTP-binding protein YjiA
KAEGBGHB_00314	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KAEGBGHB_00315	CDS	1452	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
KAEGBGHB_00316	CDS	771	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KAEGBGHB_00317	CDS	978	ansA	3.5.1.1	COG0252	putative L-asparaginase
KAEGBGHB_00318	CDS	777				hypothetical protein
KAEGBGHB_00319	CDS	912	mscS		COG0668	Small-conductance mechanosensitive channel
KAEGBGHB_00320	CDS	855	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
KAEGBGHB_00321	CDS	588	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KAEGBGHB_00322	CDS	879	queG_1	1.17.99.6	COG1600	Epoxyqueuosine reductase
KAEGBGHB_00323	CDS	783	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
KAEGBGHB_00324	CDS	453	hcrC	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
KAEGBGHB_00325	CDS	2292	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
KAEGBGHB_00326	CDS	759				hypothetical protein
KAEGBGHB_00327	CDS	717	pucB		COG2068	Purine catabolism protein PucB
KAEGBGHB_00328	CDS	813				hypothetical protein
KAEGBGHB_00329	CDS	732	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
KAEGBGHB_00330	CDS	315				hypothetical protein
KAEGBGHB_00331	CDS	813	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KAEGBGHB_00332	CDS	918	cdaR		COG4856	CdaA regulatory protein CdaR
KAEGBGHB_00333	CDS	1602		5.3.1.29		Putative thiazole biosynthetic enzyme
KAEGBGHB_00334	CDS	1353	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
KAEGBGHB_00335	CDS	1353				hypothetical protein
KAEGBGHB_00336	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
KAEGBGHB_00337	CDS	987	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
KAEGBGHB_00338	CDS	486				hypothetical protein
KAEGBGHB_00339	CDS	813	glnH_2		COG0834	Glutamine-binding periplasmic protein
KAEGBGHB_00340	CDS	657	glnP_1		COG0765	Glutamine transport system permease protein GlnP
KAEGBGHB_00341	CDS	759	artM		COG1126	Arginine transport ATP-binding protein ArtM
KAEGBGHB_00342	CDS	1266				hypothetical protein
KAEGBGHB_00343	CDS	447				Putative universal stress protein
KAEGBGHB_00344	CDS	291	ziaR			Transcriptional repressor SmtB 
KAEGBGHB_00345	CDS	957				hypothetical protein
KAEGBGHB_00346	CDS	789	modA		COG0725	Molybdate-binding protein ModA
KAEGBGHB_00347	CDS	669	modB		COG4149	Molybdenum transport system permease protein ModB
KAEGBGHB_00348	CDS	627	fbpC	3.6.3.30		Fe(3+) ions import ATP-binding protein FbpC
KAEGBGHB_00349	CDS	1200				hypothetical protein
KAEGBGHB_00350	CDS	843	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
